id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4592634340052338,JCRQe0dCa,殳海老师开播啦@殳海 快来直播间与百科全“殳”互动吧！网页链接 ,2021-01-12,微博 weibo.com,0,0,0,
4592570209144778,JCQaMCmYq,本周个人直播安排新鲜出炉！1月12日20:00-21:00：百科全书的“殳”，殳海@殳海 腾讯视频个人直播首秀1月13日20:00-21:00：NBA女主播里的头号詹密，美娜@美娜呀美La 眼中的詹姆斯1月14日20:00-21:00：《长暂停》背后的声音，孔祥宇@主持人孔祥宇 与您一起侃侃NBA球队的那些事儿1月15日20:00-21:00：NBA解说如何准备一场比赛？解说王兆丰@王兆丰_Mirko 个人直播首秀1月16日20:00-21:00：说说你的好奇，NBA解说子星@说球的王子星 直播间连线球迷1月17日20:00-21:00：佳依@Peggy佳依 的NBA追星故事大家记得准时来直播间，和我们的解说小哥哥、女主播小姐姐们互动吧~#上腾讯视频看NBA#,2021-01-12,微博 weibo.com,5,2,1,上腾讯视频看NBA
4590098245751511,JBNRKo8ej,小七@王小七Seven 和佳依@Peggy佳依 直播连麦，还不快来看呀！ 网页链接 ,2021-01-05,iPhone客户端,0,2,0,
4589012365614515,JBlCknyAH,柯凡正在直播，和你一起复盘NBA首周比赛！快来！@腾讯视频 网页链接 ,2021-01-02,iPhone客户端,1,0,0,
4587818191683792,JAQyf741W,多面詹皇，不止传奇即刻点击，为LBJ定制独家祝福祝你眼中的詹姆斯生日快乐#上腾讯视频看NBA# 网页链接 ,2020-12-30,微博 weibo.com,2,0,0,上腾讯视频看NBA
4584972029535419,JzEvEE0B5,论杨性导演究竟懂不懂球！@柯凡 @管维佳同学 腾讯视频直播汪的微博视频 ,2020-12-22,iPhone客户端,4,1,1,
4584497172190742,Jzs9L9bUy,全新升级，不负热爱！2020-21赛季NBA赛事火热开启，腾讯视频作为NBA中国数字媒体独家官方合作伙伴，全面升级观赛体验，为球迷带来全方位的NBA精彩内容。@腾讯视频NBA#上腾讯视频看NBA# ，这场顶级赛事狂欢盛宴等你加入！网页链接 ,2020-12-21,iPhone客户端,1,1,0,上腾讯视频看NBA
