id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4592250082820178,JCHQsbPEK,发布了头条文章：《诈骗短信盯上“新冠疫苗预约”，千万别点！》  诈骗短信盯上“新冠疫苗预约”，千万别点！ ,2021-01-11,微博 weibo.com,0,0,0,
4591151137428352,JCffXvas8,发布了头条文章：《“情感咨询”骗局揭秘：万金散尽后，她终究是错付了》  “情感咨询”骗局揭秘：万金散尽后，她终究是错付了 ,2021-01-08,微博 weibo.com,0,0,0,
4590794822128598,JC5Zg8VKe,发布了头条文章：《一张卡可畅游全国？传销套路又升级！》  一张卡可畅游全国？传销套路又升级！ ,2021-01-07,微博 weibo.com,0,0,0,
4590059128366520,JBMQEz6vS,发布了头条文章：《售卵15万，代孕30万...用身体赚钱的女孩们真的值得吗？》  售卵15万，代孕30万...用身体赚钱的女孩们真的值得吗？ ,2021-01-05,微博 weibo.com,0,0,0,
4589585164406613,JBAwciump,发布了头条文章：《警方破获王者荣耀外挂案！想开挂？不存在的！》  警方破获王者荣耀外挂案！想开挂？不存在的！ ,2021-01-04,微博 weibo.com,0,0,0,
4587575118925243,JAKebBrRx,奋斗到年底，今天你的努力白费了吗？#微反诈#  腾讯守护者计划的微博视频 ,2020-12-29,,0,0,0,微反诈
4587526944197630,JAIYuhBZI,发布了头条文章：《台湾男篮成员遭“裸聊敲诈”，60余支私密视频传遍全网》  台湾男篮成员遭“裸聊敲诈”，60余支私密视频传遍全网 ,2020-12-29,微博 weibo.com,0,0,0,
4586025622444232,JA5V0afR6,发布了头条文章：《盲盒诈骗层出不穷，盲盒可以盲目不行！》  盲盒诈骗层出不穷，盲盒可以盲目不行！ ,2020-12-25,微博 weibo.com,3,0,2,
4585727742974659,JzYayctQn,发布了头条文章：《《赛博朋克2077》竟也躺枪？游戏交易市场成为骗子的“奶酪”！》  《赛博朋克2077》竟也躺枪？游戏交易市场成为骗子的“奶酪”！ ,2020-12-24,微博 weibo.com,0,0,0,
4585607118458712,JzV1ZzuuQ,发布了头条文章：《345亿！科技反诈劝骗子“耗子尾汁”》  345亿！科技反诈劝骗子“耗子尾汁” ,2020-12-24,微博 weibo.com,0,0,0,
4584341235051045,Jzo6flc0t,发布了头条文章：《0花费还挣钱？20万人“花漾”购物损失上亿》  0花费还挣钱？20万人“花漾”购物损失上亿 ,2020-12-20,微博 weibo.com,1,0,1,
4584334923929589,JznW4gugt,女朋友对你说：哥哥我这边着急用钱，今天赶紧给我转账吧。你选择______________?#微反诈# 腾讯守护者计划的微博视频 ,2020-12-20,,1,1,1,微反诈
4583898951195926,JzcAT5178,女朋友说兼职刷单都是骗人的，你决定________?#微反诈# 腾讯守护者计划的微博视频 ,2020-12-19,,1,0,0,微反诈
4583265363825720,JyW6Yg3fa,发布了头条文章：《被多次警告风险后，他们还是成为了报案人》  被多次警告风险后，他们还是成为了报案人 ,2020-12-17,微博 weibo.com,2,0,1,
4582768926004613,JyJcgpc4B,@公安部刑侦局  国家反诈中心@ 你，看到微信支付风险提醒要当心~#微反诈#  腾讯守护者计划的微博视频 ,2020-12-16,微博视频,1,0,1,微反诈
4581649436384208,Jyg4DqMP6,发布了头条文章：《中了爱情的毒后，她在两个月没了50万》  中了爱情的毒后，她在两个月没了50万 ,2020-12-13,微博 weibo.com,0,0,1,
4581454112102029,JyaZB8OPH,发布了头条文章：《央视曝光：警惕“配音兼职”背后的“套路贷”陷阱》  央视曝光：警惕“配音兼职”背后的“套路贷”陷阱 ,2020-12-12,微博 weibo.com,0,0,0,
