id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4589750286032752,JBEOwpjos,终于等到！冬日洗眼神作#完美星球#令人震惊的新物种→吸血地雀 | 五年一遇的200万火烈鸟壮观生娃大场面 | 还有不用老公推，自己敢下悬崖的鬣蜥妈妈从未有人拍过的视角 | 全新被划分的奇妙物种@腾讯视频 @极光TV 震撼网络独播中！@CCTV9纪录 关注纪同学并转发评论本微博的小伙伴们，抽10位送出BBC正版精美周边！@BBCEarth博思星球 >>第1集：火山 抽奖详情,2021-01-04,微博 weibo.com,14,21,29,完美星球
4593038195954573,JD2lBoZ3v,#完美星球#“快跑啊，坏蛋在看我们！”跑急了还会蹦一蹦的小红鹳，可爱暴击#晚安# ,2021-01-13,微博 weibo.com,0,0,0,"完美星球,晚安"
4593034425012085,JD2fwl1S5,#纪同学夜聊#晚上好！！今天有分享的事吗~今天聊聊：冬天你滋润双手了吗[狗头]？#明星式护手霜涂法# ,2021-01-13,微博 weibo.com,0,8,0,"纪同学夜聊,明星式护手霜涂法"
4593028863371963,JD26ye9cv,这里有地球最古老的蓝色图腾人类对美好生活的向往在这里代代相承几千年风云际会这里开启过无数次连接世界的旅途《#东向大海#》第三集《乘风》已经上线，锁定@腾讯视频  让我们乘风破浪，穿越天地的界限，拥抱东海，与东海一起，共赴美好未来>>第3集：乘风 ,2021-01-13,微博 weibo.com,0,0,0,东向大海
4592940050030413,JCZNj07Ux,半城烟火，半城仙。泉州古城腹地的开元寺，大殿的五方佛面对车水马龙的西街，静静地俯瞰着众生。快来收割泉州秋冬节气美图~《#天时·戊戌志#》@腾讯视频  正在热播中>>  第4集：泉州篇《台魁巷》 ,2021-01-13,微博 weibo.com,3,0,0,天时·戊戌志
4592906079569415,JCYUvE9rp,#张玉宁坦言出国踢球不再是首选#北京国安球员@KA张玉宁KA 2015年曾赴欧洲发展，2019年归国。他在《巅锋》节目中表示，刚出国时野心勃勃，然而随着伤病、转会、舆论压力等问题接踵而至，在职业球员最黄金的年龄，他面临无球可踢的窘境。他曾压力大到每晚哭醒，锤墙大喊，最终决定回国：“不想再给自己压力了，我觉得那不是我的问题。” 你怎么看待#中国球员该不该出国踢球#。是否还会选择出国踢球？张玉宁：是选项但不是首选,2021-01-13,微博 weibo.com,2,1,0,"张玉宁坦言出国踢球不再是首选,中国球员该不该出国踢球"
4592890981127611,JCYwa4Jlh,曾经古老的小渔村踩着青春的节奏与海浪共声曾经诗意漫步的海岸线正以最快的运速连接起整个地球村锁定@腾讯视频 《#东向大海#》今晚22:10第3集更新 >>【预告】第3集：乘风 ,2021-01-13,微博 weibo.com,0,0,0,东向大海
4592878464797239,JCYbYk7YP,少侠好“武功”！在冬天把自己冻到心脏停止跳动，到春天再苏醒，具有超能力的神奇木蛙了解一下另外BBC把动物血管都拍得这么好看，真的绝了#完美星球#第2集《阳光》完整版正在@腾讯视频 @极光TV 热播>>能让自己“死而复生”是什么体验？这木蛙做到了！ ,2021-01-13,微博 weibo.com,5,0,2,完美星球
4592800383369858,JCWa2e8Ey,#用纪录片的方式说早安#早上好！冬日渐长，早起艰难，要加油噢！ #天时·戊戌志# ,2021-01-13,微博 weibo.com,2,4,0,"用纪录片的方式说早安,天时·戊戌志"
4592672155118897,JCSPdltER,#完美星球#憨憨的母与子，萌翻啦~世界奇奇怪怪，动物可可爱爱#晚安# ,2021-01-12,微博 weibo.com,9,0,0,"完美星球,晚安"
