id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4592554261090441,JCPL44zFL,原来小丑竟是我自己 ,2021-01-12,松糕的爪子iPhone X,44,70,0,
4592492140037446,JCO8S09JY,本糕已经冷到成为冰棍了 ,2021-01-12,松糕的爪子iPhone X,25,37,0,
4592221972077339,JCH778Ipt,【关于CF恶意语音及发言门槛限制的处罚公告】小伙伴萌周一好啊~松糕今天收到了穿越火线送来的最新消息，穿越火线新增了语音发音频道！哼！以后看谁还敢在语音中对松糕大放厥词！ 关于CF恶意语音及发言门槛限制的处罚公告 ,2021-01-11,微博 weibo.com,28,17,0,
4590401175161870,JBVKllEPY,英雄联盟安全周获奖名单来啦！包含皮肤奖励、腾讯视频VIP以及大额QB哦~中奖的宝宝快让松糕吸吸欧气#游戏安全月##LOL安全周# ,2021-01-06,微博 weibo.com,23,52,1,"游戏安全月,LOL安全周"
4589652155044543,JBCgflajB,在战场上，玩家们难以防备除了“敌军”和“友军”，其实还有另外一群人，那就是战场中的“幕后黑手”，带着能够在游戏中实现“超能力”的外挂们，在“战场”上叱咤风云——《警方破获王者荣耀外挂案！想开挂？不存在的！》  警方破获王者荣耀外挂案！想开挂？不存在的！ ,2021-01-04,微博 weibo.com,14,15,0,
4587438771275221,JAGGh5lK5,《英雄联盟》安全周于12月28日正式开启，正义哥非常高兴收到了召唤师们关于游戏环境的反馈和建议。对于召唤师们的举报信息，腾讯游戏安全中心会根据客观违规事实、违规行为对游戏环境造成的影响，进行严格的核查处理，不会仅凭举报信息，处罚没有违规的玩家，也不会因同一次违规行为重复处罚玩家。再次感谢召唤师们为维护游戏环境做出的努力！ #LOL安全周#,2020-12-29,微博 weibo.com,33,64,1,LOL安全周
4587071668749914,JAx8aAIfE,#逆战猎手计划# 【12.21-24日举报有奖活动游戏道具奖励名单】以下为参加举报有奖活动的玩家中奖名单，中奖人数总数为200人，中奖奖品为逆战游戏道具 #游戏安全月# ,2020-12-28,微博 weibo.com,30,35,2,"逆战猎手计划,游戏安全月"
4587052593322428,JAwDpdWjy,【LOL安全周严打消极游戏，Q币、皮肤等丰厚奖励等你领】在12月28日-12月31日，《英雄联盟》安全周正式启动！在LOL安全周期间，我们推出举报“消极游戏行为”有奖活动、峡谷安全知识大挑战、LOL安全经理面对面等专属活动，更有文明游戏使者“神超”在直播间为大家介绍本次安全周的玩法，海量Q币、商城在售非限定永久皮肤、腾讯视频VIP等奖励，等你来领！每一局，都应全力以赴！[加油]活动链接：网页链接转发+评论“英雄联盟安全周”，抽10位召唤师平分1000Q币。让我们一起维护峡谷环境，拒绝违规行为，绿色游戏！@英雄联盟 @GoDlike_神超#LOL安全周# #游戏安全月# #英雄联盟# 抽奖详情,2020-12-28,微博 weibo.com,496,745,489,"LOL安全周,游戏安全月,英雄联盟"
4586077266118489,JA7gipFHj,【LOL安全周即将启动！周一打卡领QB】守护升级！一年一度的游戏安全日在今年升级为“游戏安全月”，《英雄联盟》安全周活动将在下周一12月28日与各位召唤师见面！打卡活动：活动上线当天（下周一），在此条微博的评论区留言“打卡+参加了哪个LOL安全周活动”。正义哥将抽10位召唤师每人送出100QB！活动内容除了针对消极游戏行为的重点整治处理及相关违规行为的科普资讯外，还有海量Q币、商城在售非限定永久皮肤、腾讯视频VIP等丰厚好礼等着大家，让咱们一起期待LOL安全周的到来吧~#游戏安全月##LOL安全周##英雄联盟# 抽奖详情,2020-12-25,微博 weibo.com,72,195,40,"游戏安全月,LOL安全周,英雄联盟"
4586026338882138,JA5W9BgEi,【DNF新增团本堵门选项】近期，安全团队陆续在各渠道收到了来自各位勇士针对堵门行为的举报。为了针对堵门行为进行一定的干预惩罚，我们将在举报功能及检测能力上进行同步的优化，并开启针对堵门行为的实时处罚和荣誉扣分。1.团本举报会在近期新增堵门选项，举报信息将作为处理可疑账号的依据实时处理。（当前各位勇士也可选择其他类型进行举报，官方会同样进行处理）2.针对堵门行为进行技术检测，判定行为是否存在堵门的嫌疑。即结果上是否导致其他玩家无法正常通关。被举报的记录配合技术检测，我们将对堵门行为进行踢出游戏及扣除信誉分处罚。大家积极且合理的举报，能帮助我们快速完成相关机制的建设，期待和各位勇士一起，创造更好的团本环境。[加油][加油]#地下城与勇士# #游戏安全月#,2020-12-25,微博 weibo.com,8,11,2,"地下城与勇士,游戏安全月"
