id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4592114132584814,JCEjbaQqy,QQ Studios - ISUX Showreel 2020  腾讯ISUX的微博视频 ,2021-01-11,微博视频,17,4,13,
4592267010507510,JCIhL281E,ISUX10周年，训练生特地发来海报祝贺，感谢ISUX设计训练生的特别奉献 ,2021-01-11,微博 weibo.com,18,6,2,
4592257850941934,JCI2Z3X2u,今天是ISUX10周年，祝ISUX生日快乐！文末准备了大大的福利哦，感谢大家一直以来的支持 【大福利】ISUX十周年 ,2021-01-11,微博 weibo.com,6,2,0,
4585607311924859,JzV2j84K7,至高无上、精彩纷呈、包罗万象，尽在QQ大会员！ #QQ会员理所当燃#  腾讯ISUX的微博视频 ,2020-12-24,微博视频,5,4,1,QQ会员理所当燃
4583527729603798,Jz2W8EinY,我们以最高规格诚意特聘！#we want you#  ISUX高规格特聘“技术美术”人才 ,2020-12-18,微博 weibo.com,4,0,0,we want you
