id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4587527875596804,JAIZZntZ2,2020这一年，你过得难吗？看完这条仅仅2分钟的短片，或许发现2020没这么难了…#再见2020# #2020你学会了什么# 关注@腾讯课堂 并转发此微博，12月30日随机抽40位小伙伴送上【腾讯视频会员】 腾讯课堂的微博视频  抽奖详情 ,2020-12-29,微博 weibo.com,87,108,2176,"再见2020,2020你学会了什么"
4591552418299120,JCpHbyOYM,技术大牛竟然被保洁吊打？！ 职场必修课，永远不要小瞧身边任何人~#课堂保洁日记# 腾讯课堂的微博视频 ,2021-01-09,微博 weibo.com,6,8,1,课堂保洁日记
4591147093075578,JCf9rcU66,王者峡谷的英雄是如何诞生的？未曝光的设计原稿中，又隐藏了多少不为人知的细节？本期懂行携王者荣耀团队，为你揭秘王者峡谷幕后的英雄故事~ 腾讯课堂的微博视频 ,2021-01-08,微博 weibo.com,9,4,7,
4588617195065980,JBbkXlfTm,新年第一天就被公司的保洁小哥震惊了，果然高手在民间…#腾讯课堂小剧场# #2021年第一条微博# 腾讯课堂的微博视频 ,2021-01-01,微博 weibo.com,10,7,3,"腾讯课堂小剧场,2021年第一条微博"
4586129061588034,JA8BQ6F7s,“向上沟通要有胆子、向下沟通要用心、横向沟通要掏心掏肺”，每日优鲜CEO徐正，分享职场成功的核心经验，今日懂行带你揭晓~  腾讯课堂的微博视频 ,2020-12-25,微博视频,3,2,0,
4582821644207145,JyKzihEtb,#腾讯课堂就业砖车校园行# 腾讯开砖车进入了华科等武汉多所高校，为学生送去互联网就业敲门砖，竟然被同学们围着抢空啦！  腾讯课堂的微博视频 ,2020-12-16,360安全浏览器,4,3,0,腾讯课堂就业砖车校园行
4582366880470927,JyyJO1YvB,#每个坚守正义的人都是英雄#有那么一群人，不知道身份，却感觉很安心；不知道名字，却感觉很亲切，他们怀揣正义，无惧暗潮！@腾讯课堂 与@腾讯110 一起致敬英雄，守护正义！ ,2020-12-15,微博 weibo.com,4,1,0,每个坚守正义的人都是英雄
4581407965324187,Jy9Naml3Z,#罗永浩双12硬核发布就业敲门砖#  腾讯课堂就业班，就是你入行互联网的敲门砖！由@罗永浩 老师硬核发布，课程硬、品牌硬、路子硬、起点硬，献给所有站在互联网行业门口的年轻人！ 腾讯课堂的微博视频 ,2020-12-12,iPhone客户端,302,39,1278,罗永浩双12硬核发布就业敲门砖
