id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4591048842547474,JCcAYaGIi,《乐人Talk》第七期来啦>>在《这！就是原创》的舞台上崭露非凡的才华。从《过错》到《梦醒》，凭借耐听的原创歌曲让大家记住这位极具个性的大男孩。11首歌，11种风格，11个不一样色彩的他——闫泽欢。#乐人Talk# 第7期，独家对话——@闫泽欢JH ，观看完整视频戳>> 《乐人Talk》第7期：百变风格，宝藏男孩的音乐追梦 ,2021-01-08,微博 weibo.com,39,21,12,乐人Talk
4593049520843026,JD2DS3xjc,你不会在故事里看到她她也会像是星星，星星一样地闪光刘惜君超话 #刘惜君嗓音# #今日份晚安曲#由@刘惜君 演唱的《记忆和记忆之间》，褪去以往风格，近来摇滚味道十足，慵懒中又有力的唱腔，好适合这种复古style！酷酷的人都爱这个调调>>记忆和记忆之间 ,2021-01-13,微博 weibo.com,6,2,0,"刘惜君嗓音,今日份晚安曲"
4593011776815477,JD1EZsB13,新歌打卡由@王晰 献唱的《爱于此生》，深邃醇厚的嗓音向我们浅音低诉： 挚爱于此生，不负于此生，与你人海中相拥，无悔无憾亦无终。倾听时刻>>爱于此生 ,2021-01-13,微博 weibo.com,91,20,16,
4592996672613777,JD1gDaXXH,🔥嘻哈音乐狂热夏天，也要燥冬天。#腾哥儿的歌单#天冷的时候就多该动动，律动十足的音乐🎧 ，瞬间成为一剂肾上腺素🎸。skr skr最近腾哥儿超级迷恋黑怕，这波安利必不可少。让我们一起🉑hip-hop yeah！将快乐进行到底>>夜猫俱乐部营业|让我们一起Yeah ,2021-01-13,微博 weibo.com,1,0,0,腾哥儿的歌单
4592936279606091,JCZHdEiYX,午后不妨来点振奋的音乐？#腾哥儿单曲推荐#来自@春晓乐队CHUNXIAO 的《笑话》，歌曲取自他们的首张全长专辑《我有病》，唱给每个孤单却满怀希冀的内心，我愿意在与你相遇的路上奔波。节奏感十足，要控制寄几！唤醒内心与大脑，感受摇滚魅力>>笑话 ,2021-01-13,微博 weibo.com,5,3,3,腾哥儿单曲推荐
4592921179065087,JCZiRC2f5,#腾讯音乐人原创榜# 第一百七十五期榜单公布！恭喜@Bomb比尔啊 #1104梦-比尔的歌# 获得本周周榜TOP1！TOP2 @林晨阳Cheny »失眠播报；TOP3 @Zx穆哲熙m »你走后；本周划重点推荐 榜单15位▷ @音乐人雨木 »红色的海榜单23位▷ @赵晨唏 »我不愿做一个忧伤的年轻人榜单试听 QQ音乐：网页链接  酷狗音乐：网页链接  酷我音乐：网页链接,2021-01-13,微博 weibo.com,0,0,0,"腾讯音乐人原创榜,1104梦-比尔的歌"
4592853231339888,JCXxh5Cz6,即使前方扑朔迷离，也总有想要追逐的希望和梦。逐梦时刻>>QQ音乐:梦和梦之间 酷狗音乐:网页链接 酷我音乐:网页链接#腾哥儿单曲推荐#新歌打卡由腾讯音乐人联合@梦想新大陆手游 推出的推广曲《梦和梦之间》，正式上线啦！原创才女@应嘉俐大车里 温暖开唱，以坚定的嗓音带你亲临梦想大陆，开启奇幻的冒险之旅#福利#【转发+评论此条微博】留言这首歌你最喜欢的一句歌词，抽取五位幸运儿送游戏周边【游戏公仔、游戏扑克牌】与应嘉俐个人定制周边【应嘉俐签名、定制T恤、定制杯子、定制钥匙扣】福利套餐快来~,2021-01-13,微博 weibo.com,46,136,758,腾哥儿单曲推荐
4592687132714716,JCTdnbodK,可我手机再也收不到你信号 房间空空荡荡 变成一个冰窖#今日份晚安曲#@马思唯马思唯 《为什么》，歌曲中一连串的“为什么”，简直魔性！是对离去的爱人，也是在对着自己发问。在遗憾和潇洒状态中，来回切换，相信曾经经历过爱情别离的人，都能感到共鸣。倾听时刻>>为什么 ,2021-01-12,微博 weibo.com,0,0,0,今日份晚安曲
4592596539671499,JCQRfEzZV,🍜you macho man？有趣的谐音梗！新歌打卡《有吗炒面》由@刘柏辛Lexie 演唱并独揽词曲创作，同时想借新歌向大家传递「重塑未来」的音乐理念，颇具听觉震撼和时空穿越之感。真是位才华横溢的小姐姐！🔔倾听时刻>>有吗炒面 ,2021-01-12,微博 weibo.com,1,0,0,
4592558791987741,JCPSn8l6l,「爱情是件消耗品，多庆幸费尽前认识你🌻」#腾哥儿单曲推荐#由@歌手张浩明 带来的《嘿，公主》，慵懒低哑男声淡淡唱出，给冬日增添丝丝温暖，歌词文艺且浪漫，不要错过哦！倾听时刻>>嘿，公主 ,2021-01-12,微博 weibo.com,3,0,2,腾哥儿单曲推荐
