id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4593055157461386,JD2MXvj2W,请复制以下文字到朋友圈或发给你的朋友，看看会发生什么——#微信公开课：视频号直播 ,,,2021-01-13,,16,46,0,,
4592304868569914,JCJgOzXqq,#微信十年# 纪实节目#30vs60# 第一期《玫瑰是玫瑰是玫瑰》正式上线！她们既是时代观察者，也是时代参与者——57岁传奇名媛章小蕙二次出发，拥抱公众号小程序；90后千万粉丝博主@深夜徐老师 ，坦言自己也有焦虑。对于她们而言，微信是个怎样的存在呢？来一起看看吧~腾讯微信团队的微博视频 ,,,2021-01-11,,92,124,49,"微信十年,30vs60",深夜徐老师
4590777164105634,JC5wMhe3U,#微信十年改变了什么#  陪伴你已10年，这十年里，你的身上发生了哪些变化？有哪些变化是与微信相关的？在即将上线的#微信十年# 纪实节目#30vs60# 里，@李诞、@深夜徐老师、@众乐纪陈鸿宇 等嘉宾分享了他们的经历与感受。我们也邀请你来评论区分享这十年的改变 腾讯微信团队的微博视频 ,,,2021-01-07,,95,161,14,"微信十年改变了什么,微信十年,30vs60","李诞,深夜徐老师,众乐纪陈鸿宇"
4590418698441397,JBWcBzpZz,不知不觉间，微信已经陪你走过10年时光。微信十年纪实节目#30vs60#即将上线，今天先放出一枚小彩蛋，来看一看下面这条片子里隐藏了哪些微信的影子？带话题#微信十年##30vs60#转发+留言，回答正确并获取点赞最多的前5名，我们将联合@谷雨-腾讯新闻 送上限量版微信黄脸表情包盲盒or价值60元的Q币礼包（可充值腾讯视频、QQ音乐、王者荣耀~）。1月8日准时开奖~ 腾讯微信团队的微博视频,,,2021-01-06,,1992,212,958,"30vs60,微信十年,30vs60",谷雨-腾讯新闻
4588925476150547,JBjmbpO2n,新年伊始，微信与腾讯公益慈善基金会共同发起“知识星光”公益计划打开微信完成支付后，搜索“知识星光”，点击进入集满99颗星光就可以为乡村小学的孩子们捐赠课外书。 还有“科学探索奖”的获奖青年科学家们作为“星光引路人”，为小朋友们荐书哦 @腾讯公益慈善基金会 ,,,2021-01-02,,47,175,5,,腾讯公益慈善基金会
4588695875234721,JBdnRlXMZ,山河绘浮世，星海坠天澜。辙迹有尽处，逐梦无穷时。17小时日出直播，一起看到山河好景，看到新生希望，看到熊猫憨态，看到动人故事。晚安，追光人。#2021一起追光# ,,,2021-01-01,iPhone 11 Pro Max,50,82,1,2021一起追光,
4588669974883788,JBcI5kuuM,#2021一起追光# 同一时刻不同的光景，墨西哥刚刚日出，中国西藏日喀则满片星空，你所在的城市现在是什么样的呢？ ,,,2021-01-01,,33,29,2,2021一起追光,
4588618583121630,JBbncd64S,#2021一起追光# 2020年武汉最艰难的时候，他们每天给医务人员免费送500杯咖啡，每杯咖啡上都写上了来自全国各地的祝福。这一杯杯武汉拿铁，代表的是一份善良、一份热爱、一份坚持和一份乐观，2021也带着这些精神出发吧[加油] 腾讯微信团队的微博视频 ,,,2021-01-01,,23,16,3,2021一起追光,
4588610202635858,JBb9Gb3HQ,#2021一起追光# 听说搜一搜许愿2021可以get新年日出红包封面哦~这些红包封面你拿到了吗~ ,,,2021-01-01,,45,45,2,2021一起追光,
4588591328531563,JBaFezNrR,看到了吗？伴随着阳光掠过地球的脚步，虽然此刻我们在不同的城市，但可以一起通过直播间看到浪漫的巴黎日出。日出时巴黎的天空就像天使降临人间一般，美得让人挪不开眼睛。#2021一起追光# ,,,2021-01-01,,16,22,3,2021一起追光,
4588578120932726,JBajW3UDY,#2021一起追光#  今天上午“追光”全球日出直播间的日出合集来了！2021的第一缕阳光，穿山越海，依次照亮台北、厦门、上海、嘉兴、广州、武汉、秦皇岛、青岛、天津、北京、石家庄、重庆、红河、丽江、迪庆、兰州、喀什、珠穆朗玛峰。新的一年已经到来，转发这组日出会有好事发生～ ,,,2021-01-01,,45,11,14,2021一起追光,
4588487463934939,JB7XIgvEL,能在雪山中看到阳光，意味着神的祝福，各位都看到珠峰的日出了吗？#2021一起追光# ,,,2021-01-01,,54,45,3,2021一起追光,
4588483476461821,JB7Rhr70V,新生的希望！2021年的武汉第一位新生儿宝宝问候这个美好的世界。@共青团中央 #2021一起追光##2021武汉第一位新生儿出生##2021年武汉新年宝宝降生#  腾讯微信团队的微博视频 ,,,2021-01-01,,63,7,4,"2021一起追光,2021武汉第一位新生儿出生,2021年武汉新年宝宝降生",共青团中央
4588478849090489,JB7JOC8QN,新年会有新希望，#2021一起追光# @M柏松 与你一起感受真正的世界美好环环相扣。 ,,,2021-01-01,iPhone 11 Pro Max,30,9,1,2021一起追光,M柏松
4588472180933654,JB7z43USW,左手故宫角楼，右手梅里雪山日照金山，#2021一起追光# 你更中意哪地美景？ ,,,2021-01-01,iPhone 11 Pro Max,35,20,1,2021一起追光,
4588468594803112,JB7thk9vy,#2021一起追光#各地都在日出，而重庆还在😪重庆的导播老师，请打开你的镜头盖。 ,,,2021-01-01,iPhone 11 Pro Max,34,11,1,2021一起追光,
