id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4591504993552344,JCosHeU7S,腾讯体育选出了今日份NBA最佳阵容！后场：库里、范弗利特前场：格兰特、伍德、詹姆斯第六人：布切尔大家觉得今日最佳阵容合理吗？欢迎扫码参与讨论~ ,,,2021-01-09,微博 weibo.com,20,5,2,,
4591452019759289,JCn5fEWPT,库里这首饶舌单曲《容易》，击中了多少人的心 @绘说篮球 ,,,2021-01-09,微博 weibo.com,6,2,0,,绘说篮球
4591089183100289,JCdE2d0wF,约基奇压哨中投拖进加时！！！  腾讯NBA的微博视频 ,,,2021-01-08,微博视频,7,2,0,,
4591088288936644,JCdCABuPq,克勒贝尔关键三分！！  腾讯NBA的微博视频 ,,,2021-01-08,微博视频,1,0,1,,
4591073907712084,JCdfowmgs,小库里新冠阳性。。。。。 ,,,2021-01-08,微博 weibo.com,6,6,1,,
4591069344570293,JCd82jaWp,利拉德半场26分集锦 开炮开炮开炮！  腾讯NBA的微博视频 ,,,2021-01-08,微博视频,2,0,0,,
4591067796349419,JCd5xqDLZ,芬尼史密斯飞天补扣！还是老规矩 喊出来的 乖乖点个赞~~  腾讯NBA的微博视频 ,,,2021-01-08,微博视频,5,0,0,,
4591061013367868,JCcUBe88s,欧文不会随队前往孟菲斯 ,,,2021-01-08,微博 weibo.com,11,5,1,,
4591060381343491,JCcTA5Dvd,小迈克尔波特还要面临至少10天的隔离期。。。 ,,,2021-01-08,微博 weibo.com,7,0,0,,
4591047432996340,JCcyHczu4,庄神反向挑篮 这球你是认真的嘛  腾讯NBA的微博视频 ,,,2021-01-08,微博视频,15,9,3,,
4591040013541923,JCcmJeRpN,赛前连纳什都不知道为什么欧文突然决定不打了对此欧文表示：“我就是不想打”。。。。。 ,,,2021-01-08,微博 weibo.com,94,47,5,,
4590689805928946,JC3fSoSoa,普理查德补篮准绝杀热火！这新秀可以啊  腾讯NBA的微博视频 ,,,2021-01-07,微博视频,4,1,0,,
4590684298030901,JC36ZxHcF,比尔单场60分生涯新高#比尔60分# ,,,2021-01-07,微博 weibo.com,19,1,1,比尔60分,
4590681799003815,JC32XBMiP,#富尔茨赛季报销# 富尔茨十字韧带撕裂赛季报销。。。。。。。。赛季前还刚说过 这是在NBA第一年可以彻彻底底专注于场上。。 ,,,2021-01-07,微博 weibo.com,18,16,5,富尔茨赛季报销,
4590674320819193,JC2QU3r6N,邓肯罗宾逊用95场完成生涯300个三分球！NBA历史最快！ ,,,2021-01-07,微博 weibo.com,24,11,3,,
4590670561416195,JC2KQ5WpR,比尔三节57分了。。。。来预测下他今天的最终得分吧兄弟姐妹们  腾讯NBA的微博视频 ,,,2021-01-07,微博视频,9,7,0,,
4590660688550944,JC2uUzSus,比尔半场32分！韦少9+5+7 ,,,2021-01-07,微博 weibo.com,6,3,0,,
4590659488713643,JC2sYAyOD,富尔茨膝盖扭伤，，，状元可千万别有事啊  腾讯NBA的微博视频 ,,,2021-01-07,微博视频,5,3,0,,
4590499937911851,JBYjDxcev,湖人4连胜重回西部第一！篮网三巨头：勒文“抡”组合@绘说篮球 ,,,2021-01-06,微博 weibo.com,23,4,2,,绘说篮球
4590360380313892,JBUGy1jEM,小卡错失扳平三分，快船113-116马刺  腾讯NBA的微博视频 ,,,2021-01-06,微博视频,7,1,2,,
4590320476229644,JBTEbq8C8,阿伦大哥赛季第一次首发89%命中率爆砍19+18，对位的戈贝尔只有10分11篮板，且命中率仅有30% ,,,2021-01-06,微博 weibo.com,34,7,0,,
4590319587297100,JBTCKuCja,约基奇精准长传！这小手感 酷吗 帅吗 想学吗  腾讯NBA的微博视频 ,,,2021-01-06,微博视频,8,1,1,,
4590311327932913,JBTpqxhId,阿伦大帽戈贝尔拒绝隔扣！听说你值两个亿？  腾讯NBA的微博视频 ,,,2021-01-06,微博视频,9,7,1,,
4590296488742820,JBT1uAGpe,欧文第一节7投7中轻描淡写拿下18分。阿杜 你要不多休息几天？ ,,,2021-01-06,微博 weibo.com,15,4,0,,
4589995191177179,JBLbx4WeL,久违的三节打卡下班库里三节拿下30+9+8！ ,,,2021-01-05,微博 weibo.com,33,1,0,,
4589971350753154,JBKz539VE,布罗格登抛投绝杀！加时最后阶段布罗格登单打抛投绝杀鹈鹕！  腾讯NBA的微博视频 ,,,2021-01-05,微博视频,4,0,1,,
4589969995465573,JBKwTmVQp,东契奇记录夜33+16+11！状态这是找回来了? ,,,2021-01-05,微博 weibo.com,20,2,0,,
4589950609659500,JBK1CEwSo,听说你昨天拿了62分？巴博萨热身死亡缠绕库里！  腾讯NBA的微博视频 ,,,2021-01-05,微博视频,10,2,1,,
4589948449591722,JBJY8Effc,字母哥半场30分了！  腾讯NBA的微博视频 ,,,2021-01-05,微博视频,9,6,1,,
4589946713932761,JBJVlgv5D,东契奇超越詹姆斯成为历史第四快拿到1000分1000篮板1000助攻的球员! ,,,2021-01-05,微博 weibo.com,19,6,1,,
4589940572949633,JBJLrcnkJ,热火这新球衣配上这地板的颜值什么水平？ ,,,2021-01-05,微博 weibo.com,20,32,1,,
4589936236564230,JBJErrxEG,富尔茨突破暴扣 预定一个今日五佳球！  腾讯NBA的微博视频 ,,,2021-01-05,微博视频,11,0,0,,
4589918317449948,JBJbxvg4s,早安！看球人起床看球啦！ ,,,2021-01-05,微博 weibo.com,9,2,0,,
4589631658006182,JBBJbxALY,建议收藏，并反复观看【球星】库里vs开拓者集锦 全场31投18中砍生涯最高62分 ,,,2021-01-04,微博 weibo.com,168,3,40,,
4589627246380141,JBBC4qLLv,【集锦】开拓者122-137勇士 库里62分破生涯得分纪录【集锦】开拓者122-137勇士 库里62分破生涯得分纪录 ,,,2021-01-04,微博 weibo.com,35,2,6,,
4589237816532259,JBrtXrpl1,全场比赛结束，鹈鹕120：116猛龙。英格拉姆高效砍下31分6板4助，范弗利特27分8板5助。恭喜鹈鹕拿下本场比赛#nba新赛季# ,,,2021-01-03,360安全浏览器,4,2,0,nba新赛季,
4589216355584297,JBqVlnqJj,猛龙60：55鹈鹕半场结束。#猛龙vs鹈鹕# 范-乔丹21分3助；英格拉姆高效17分，锡安6分4板，小伙子这传球还得练练啊 ,,,2021-01-03,360安全浏览器,3,1,0,猛龙vs鹈鹕,
4588988692438883,JBl09aesP,1月3号 19：00腾讯体育懂球会议～赢球不可怕，缺谁谁尴尬，奇才战绩不佳，威少该负责吗？老詹刚过36岁生日，篮球迷们，我们来一起大胆想象自己的36岁。Ps.还有特邀腾讯NBA编辑部担当懂球观察员，考考篮球专家是不是真懂球～#腾讯体育懂球会议# ,,,2021-01-02,360安全浏览器,8,1,0,腾讯体育懂球会议,
4588180566969634,JAZYItf7s,东契奇在赛后加练了投篮。。。这个赛季的投篮状态确实不太行啊 ,,,2020-12-31,微博 weibo.com,28,6,0,,
4588166251558183,JAZBD6xlZ,三球今天22分8板5助攻 三分5中4要开始表演了？？ ,,,2020-12-31,微博 weibo.com,10,3,0,,
4588156051527622,JAZlb6pp4,小卡这个口罩，，哦不 是面具 看起来还挺有趣啊 ,,,2020-12-31,微博 weibo.com,15,6,1,,
4588148941662812,JAZ9I6Yzy,故事有点多，但我们概括能力很强。 @绘说篮球 80秒动画带你回顾2020篮球大事件：带走遗憾失落 开启希望梦想 ,,,2020-12-31,微博 weibo.com,15,1,4,,绘说篮球
4588147730553028,JAZ7L2jRO,欧文杜兰特的关键时刻还是太稳了。。 ,,,2020-12-31,微博 weibo.com,27,2,0,,
4588144543141922,JAZ2Cdbma,杰伦布朗29分钟42+5+4今年的杰伦布朗有希望冲击全明星吗？？ ,,,2020-12-31,微博 weibo.com,19,7,1,,
4588140302178837,JAYVM98Ox,连续1000场得分上双！恭喜这位36岁的青年！ ,,,2020-12-31,微博 weibo.com,24,2,2,,
4588134229087080,JAYLYC7XO,这位老兄 你真的36岁了吗？？？  腾讯NBA的微博视频 ,,,2020-12-31,微博视频,12,0,3,,
4588132001383665,JAYIo5NXb,这场99.99%可以见证詹姆斯连续1000场得分上双叭 ,,,2020-12-31,微博 weibo.com,12,1,1,,
4588131250344508,JAYHb1rCA,大哥半场已经6个三分拿下26分了！#凯尔特人vs灰熊##  腾讯NBA的微博视频 ,,,2020-12-31,微博视频,7,0,0,凯尔特人vs灰熊,
4588122530651855,JAYt72JzN,特雷杨戏耍欧文得分 这球高低能吹一下吧？  腾讯NBA的微博视频 ,,,2020-12-31,微博视频,30,8,1,,
4587956118227112,JAU8Hywfm,嘴哥扔掉保温杯！末节拿下底特律！五步雷命中3分绘说篮球 ,,,2020-12-30,微博 weibo.com,14,0,0,,
4587809455997002,JAQk9pa5Q,27+7+3！末节爆砍17分，嘴哥永不加班！#维金斯27分# #勇士两连胜# ,,,2020-12-30,360安全浏览器,36,7,0,"维金斯27分,勇士两连胜",
4587801514878747,JAQ7lktbt,再造47分惨案！雄鹿单场29记三分打破NBA单场三分纪录 字母哥9分打卡大胜热火#nba新赛季# #雄鹿单场29记三分# ,,,2020-12-30,360安全浏览器,18,5,0,"nba新赛季,雄鹿单场29记三分",
4587738601096600,JAOtS4Bh6,兄弟们，每人一句话祝詹姆斯36岁生日快乐！#詹姆斯36岁生日快乐# #nba新赛季# ,,,2020-12-30,360安全浏览器,131,34,13,"詹姆斯36岁生日快乐,nba新赛季",
4587451785425772,JAH1gmLus,约老师18次助攻创造个人生涯新高！要知道多少明星后卫也不曾有过18次助攻啊。。。 ,,,2020-12-29,微博 weibo.com,29,11,2,,
4587451479493303,JAH0LDPDN,听说这位运动员36岁了？联盟追帽第一人！詹姆斯血帽扣篮王 ,,,2020-12-29,微博 weibo.com,10,1,0,,
4587425936448339,JAGlzr3vt,这小伙子，真机灵哈特雷杨复制加内特经典瞬间 边线暂停急中生智挽救老鹰 ,,,2020-12-29,微博 weibo.com,20,8,0,,
4587407293026662,JAFRvcHn8,希望莫兰特没事！伤病滚粗！！莫兰特踩脚严重脚踝扭伤 无法行走被轮椅推离球馆 ,,,2020-12-29,微博 weibo.com,12,6,3,,
4587398082855727,JAFCEbYU7,NBA首周周最佳球员：小萨和莺歌当选！ ,,,2020-12-29,微博 weibo.com,11,1,0,,
4587388996686063,JAFnZs3lJ,史蒂芬-库里在雷-阿伦和雷吉-米勒之后，成为联盟历史上第三位三分总命中数突破2500的球员#库里投中2500个三分# 追赶阿伦和米勒！官网发布库里2500记三分里程碑 ,,,2020-12-29,微博 weibo.com,6,1,1,库里投中2500个三分,
4587372286578408,JAEX2rBlm,丁威迪被确诊为右膝十字韧带部分撕裂应该是赛季报销了哎。。 ,,,2020-12-29,微博 weibo.com,17,8,3,,
4587234383364953,JABmCe7nr,强队集体翻车！勇士绝杀首胜！快船狂输51分！湖人马儿领跑！,,,2020-12-28,微博 weibo.com,22,2,1,,
4587074655093978,JAxcZlnaW,达米安-李三分绝杀！妹夫弧顶三分绝杀 勇士赛季首胜！  腾讯NBA的微博视频 ,,,2020-12-28,微博视频,10,2,2,,
4587057190013400,JAwKP03u8,26+2+2 末节10分状元吗？！ ,,,2020-12-28,微博 weibo.com,17,3,1,,
4587055839183810,JAwIDCx7Y,八点场哪场最惊喜哪场最意外？ ,,,2020-12-28,微博 weibo.com,7,9,0,,
4587046080093741,JAwsU0onX,还是老样子，喊出声来的乖乖点个赞  腾讯NBA的微博视频 ,,,2020-12-28,微博视频,27,7,2,,
4587042245184535,JAwmIlKJx,杜兰特23000分啦！本场到现在阿杜12投8中22分了！同时欧文11投8中20分！这哥俩进攻效率有点恐怖！ ,,,2020-12-28,微博 weibo.com,22,3,0,,
4587008128976953,JAvtGBFjz,#独行侠51分胜快船# 保罗乔治：“我负全部责任。” ,,,2020-12-28,微博 weibo.com,47,15,3,独行侠51分胜快船,
4587004786121605,JAvoipGvz,那个。。不知道兄弟们起床啥反应啊#独行侠51分胜快船# #独行侠半场领先快船50分# ,,,2020-12-28,微博 weibo.com,80,32,6,"独行侠51分胜快船,独行侠半场领先快船50分",
4586695494999417,JAnlrkYzL,布里奇斯最后两分钟连中三个三分有点恐怖！#布里奇斯66秒11分# ,,,2020-12-27,微博 weibo.com,15,1,0,布里奇斯66秒11分,
4586683868121751,JAn2Gy4PZ,奇才这个回合提前预定了今日五佳（da）球(jiong)#威少连续三双# 发生甚么事了？威少上篮三不沾布莱恩特打进乌龙球 ,,,2020-12-27,微博 weibo.com,7,5,1,威少连续三双,
4586672233120291,JAmJVd5Jh,大韦少标准僵尸跳投命中！0.4秒能做什么？威少急停中距离自信出手准压哨 ,,,2020-12-27,微博 weibo.com,10,4,0,,
4586667040837748,JAmBy3vW4,感觉库里投三分和我干饭一样简单这手感没谁了！库里训练场底角三分105连中 ,,,2020-12-27,微博 weibo.com,14,6,0,,
4586657310052320,JAmlR0dBS,这一波隔扣很残暴特雷-杨边线发球直接送空接 奈特心领神会高高跃起隔扣克拉克 ,,,2020-12-27,微博 weibo.com,9,1,0,,
4586647205710575,JAm5ynXA3,半场过后，老鹰首发三分12中0，替补8中6。替补拯救首发系列 ,,,2020-12-27,微博 weibo.com,9,1,0,,
4586516842557617,JAiHiaJlT,湖人众将各个威猛！詹詹竟然三不沾！711组合的武器库真是全面！,,,2020-12-26,微博 weibo.com,24,4,5,,
4586404670080916,JAfMn0l36,今年的#nba年终大战#  就此结束啦 兄弟们哪场看得最激情呢? 腾讯NBA的微博投票 ,,,2020-12-26,微博 weibo.com,351,7,1,nba年终大战,
4586369583679186,JAeRMfr7I,#快船vs掘金# 半场快船72-55掘金 穆雷尚未发力啊！ ,,,2020-12-26,微博 weibo.com,12,6,0,快船vs掘金,
4586346872311416,JAeh99HiU,#湖人vs独行侠# 湖人138-115独行侠 詹眉合砍50分 另外哈雷尔高光表现拿下22分 独行侠这边白白胖胖东契奇27+4+7 ,,,2020-12-26,微博 weibo.com,15,2,1,湖人vs独行侠,
4586327302211085,JAdLA9hcF,#湖人vs独行侠# 半场打完 湖人69-57独行侠 ,,,2020-12-26,微博 weibo.com,21,0,0,湖人vs独行侠,
4586319328317007,JAdyIyTDh,"浓眉今日上脚10年前的年终大战科比所上脚的Kobe 6 ""Grinch""并表示：“无可置疑，这才是年终大战的最佳战靴。” ",,,2020-12-26,微博 weibo.com,25,12,1,,
4586309391220798,JAdiH57Ai,上一次独行侠做客斯台普斯中心对阵湖人的时候...... ,,,2020-12-26,微博 weibo.com,62,11,4,,
4586308212883567,JAdgNc699,#湖人vs独行侠# 下一场马上开始！！ ,,,2020-12-26,微博 weibo.com,7,3,0,湖人vs独行侠,
4586302241249270,JAd7a5eZw,【欧文杜兰特集锦】篮网123-95绿军 欧文37分杜兰特29分。。这哥俩有点猛啊#篮网vs凯尔特人#  腾讯NBA的微博视频 ,,,2020-12-26,微博视频,28,7,3,篮网vs凯尔特人,
4586292786762946,JAcRUsnlM,#篮网vs凯尔特人# 三节战罢 篮网86-77领先绿军 欧文杜兰特已经分别砍下26和25分！ ,,,2020-12-26,微博 weibo.com,14,4,1,篮网vs凯尔特人,
4585984009964267,JA4PSFO9Z,记者Shams Charania报道#休斯顿火箭# #NBA为何成为疫情重灾区# 由于休斯顿火箭队一名工作人员的病毒测试呈阳性，需要进行进一步的接触追踪。包括约翰-沃尔、德马库斯-考辛斯在内的好几名球员，根据NBA的接触追踪协议，他们目前面临7天的隔离期。 ,,,2020-12-25,微博 weibo.com,5,3,0,"休斯顿火箭,NBA为何成为疫情重灾区",
4585958479757472,JA4aHEWmA,詹姆斯昨日发图：这就是我昨晚从盒子里取出戒指时的感受。想念你我的兄弟！！8~24#湖人颁发总冠军戒指# #湖人总冠军# ,,,2020-12-25,微博 weibo.com,43,2,3,"湖人颁发总冠军戒指,湖人总冠军",
4585931124248323,JA3sAhPbl,消息人士报道，夏洛特黄蜂队中锋科迪·泽勒今天在纽约接受了左手骨折手术，预计将缺席4到6周。 ,,,2020-12-25,微博 weibo.com,10,4,0,,
4585575036486425,JzUcfrdpL,#nba新赛季揭幕# 哈登参加室内聚会时，因违反NBA防疫条例被罚款5万美元。 ,,,2020-12-24,微博 weibo.com,17,13,0,nba新赛季揭幕,
4585414122019242,JzQ0I8tiq,小帅还是那个小帅。勇士却不再是那个勇士了。@绘说篮球 KO组合碾压勇士 湖人首秀失利！傲娇了？ ,,,2020-12-23,微博 weibo.com,39,1,1,,绘说篮球
4585291514644748,JzMOXjuji,快船vs湖人比赛结束，快船116：湖人109拿下赛季首胜！#湖人vs快船# #nba新赛季揭幕# 本场比赛保罗-乔治发挥出色高效砍下33分6板3助攻，小卡砍下22分2板3助攻：湖人方面詹姆斯砍下22分5板5助攻，浓眉18分7板2助攻，库兹马砍下11分1篮板.恭喜快船队获得洛城德比首战胜利 ,,,2020-12-23,微博 weibo.com,14,4,0,"湖人vs快船,nba新赛季揭幕",
4585268810094337,JzMel0oxz,#湖人vs快船# 分差就剩两分了！出个填空题：20分算个____? ,,,2020-12-23,微博 weibo.com,10,12,0,湖人vs快船,
4585253731055293,JzLQ14qwR,腾讯NBA发来贺电！ ,,,2020-12-23,微博 weibo.com,16,4,1,,
4585247969383871,JzLGIDnaL,来了！湖人官推发布总冠军戒指！紫金霸气！#nba新赛季揭幕# #湖人颁发总冠军戒指# ,,,2020-12-23,微博 weibo.com,14,3,3,"nba新赛季揭幕,湖人颁发总冠军戒指",
4585242825862406,JzLyqoB4W,NBA揭幕战篮网26分大胜勇士！杜兰特22分、欧文26分双双三节打卡；库里得到20分10助攻，乌布雷与维金斯二人合计30中7。 ,,,2020-12-23,微博 weibo.com,21,11,0,,
4585239777646786,JzLtvw5hg,湖人官推：卫冕之路正式开启！#nba新赛季揭幕# The next journey begins! ,,,2020-12-23,微博 weibo.com,15,1,0,nba新赛季揭幕,
4585237915115027,JzLqvlsEr,STAY TUNED. LAKERS FAMILY!!  腾讯NBA的微博视频 ,,,2020-12-23,微博视频,8,0,1,,
4585228641767019,JzLby7pGj,NBA揭幕日湖人发冠军戒指 快船不示弱：全队发游戏机！#nba新赛季揭幕# 据快船跟队记者Tomer Azarly报道，他在社交媒体发布了一张快船更衣室的图片，在新援巴图姆的位置前，摆放了一台新款游戏机PlayStation 5，Tomer Azarly配文道：“快船会在揭幕日这天为全队球员发游戏机和耳机。” ,,,2020-12-23,微博 weibo.com,9,11,1,nba新赛季揭幕,
4585225902888853,JzL78c7wp,揭幕战半场结束，篮网63-45领先勇士！篮网：欧文24分3篮板2助攻；杜兰特12分3篮板；勒维尔12分4篮板；乔-哈里斯8分6篮板。勇士：库里16分5助攻；维金斯8分；怀斯曼7分4篮板2抢断；乌布雷4分6篮板2助攻。#nba新赛季揭幕# ,,,2020-12-23,微博 weibo.com,8,1,0,nba新赛季揭幕,
4585212070070848,JzKKP0iqI,#nba新赛季揭幕# 都诚实点 看到这球喊出来的 给点个赞！  腾讯NBA的微博视频 ,,,2020-12-23,微博视频,48,4,7,nba新赛季揭幕,
4585211499912766,JzKJTFALk,怀斯曼：小爷先整一个! ,,,2020-12-23,微博 weibo.com,9,1,1,,
4585211038537753,JzKJ9zP3H,#nba新赛季揭幕# 首节欧文杜兰特得分都上双了我不知道该说啥了！！  腾讯NBA的微博视频 ,,,2020-12-23,微博视频,9,3,7,nba新赛季揭幕,
4585209196716316,JzKGbsbdG,篮网这个进攻，有点纳什太阳7秒进攻的意思啊！ ,,,2020-12-23,微博 weibo.com,5,3,0,,
4585199952462770,JzKrhakG6,迟到一个赛季的库杜重逢  #nba新赛季揭幕# 阿杜：你这新发型挺不错！泪牛满面！杜兰特与库里相拥寒暄还爱抚了下小脑袋瓜 ,,,2020-12-23,微博 weibo.com,25,1,1,nba新赛季揭幕,
4585197838272750,JzKnRyI7s,#nba新赛季揭幕# 还有不到一小时，这份观赛指南请妥妥收好~ ,,,2020-12-23,微博 weibo.com,9,1,3,nba新赛季揭幕,
4584963633057596,JzEi7cPq4,湖人快船欠我们的这一场比赛，终于要来了！这漫画xswl@绘说篮球 凛冬将至快船“医保卡”组合卷土重来 洛城德比2.0又掀腥风血雨？ ,,,2020-12-22,微博 weibo.com,51,13,19,,绘说篮球
4584952832988315,JzE0HcxoD,今天早上是17届新秀提前续约的截止时间，在截止时间线之前，又有五位17年新人和主队达成了提前续约协议，成为了年薪千万的人生赢家。这五位分别是：OG-阿奴诺比4年7200万续约猛龙德里克-怀特4年7300万美元续约马刺乔纳森-艾萨克4年8000万美元续约魔术富尔茨3年5000万美元的续约魔术肯纳德4年6400万美元续约快船,,,2020-12-22,微博 weibo.com,13,3,2,,
4584949833797926,JzDVRfW0S,NBA新赛季球队加油口号正式出炉！快来给你的主队打CALL!历时半个月，由腾讯体育NBA编辑部两位小姐姐[@王小霾]  [@衣依Monica]  (腾讯体育社区）发起的#新赛季口号征集#活动正式完结！撒花！腾讯体育社区的网友们集思广益，每个都是懂球帝、爆梗王！新赛季加油口号海报也随之正式出炉~,,,2020-12-22,微博 weibo.com,7,9,1,新赛季口号征集,"王小霾,衣依Monica"
4584695515331957,JzxjFmn5j,戈贝尔能签两亿，敢问浓眉此刻什么心情？这视频我爱了哈哈哈哈@绘说篮球戈贝尔续约爵士！这薪水浓眉和马儿都酸了 ,,,2020-12-21,微博 weibo.com,42,3,10,,绘说篮球
4584565106024627,JztVkphhp,还有不到两天NBA新赛季常规赛就要重燃战火了！你觉得下赛季哪对双人组合最有希望带队冲击总冠军呢？#nba新赛季揭幕# ,,,2020-12-21,微博 weibo.com,23,14,1,nba新赛季揭幕,
4584489663603533,JzrXEf7rv,四年前的今天，考辛斯砍下55分13篮板的爆炸两双~物是人非了啊。。【球星】考辛斯集锦 55+13+迷之驱逐归来 大帽利拉德杀死比赛 ,,,2020-12-21,微博 weibo.com,22,3,0,,
4584473162681757,Jzrx2bfE9,库兹马与湖人达成3年4000万的提前续约合同！佩林卡这几波操作都很可以啊~ ,,,2020-12-21,微博 weibo.com,37,9,1,,
4584176273064015,JzjObcR5B,莫兰特四场季前赛数据:24分钟20分4板11助攻26分钟17分7板7助攻27分钟18分4板13助攻24分钟15分4板8助攻新赛季的Ja能达到什么高度？ ,,,2020-12-20,微博 weibo.com,17,9,0,,
4584167507755865,JzjA2wxEB,活塞96-99奇才全场集锦 韦少首秀8分 【集锦】活塞96-99奇才 威少首秀8分奇才险胜活塞 ,,,2020-12-20,微博 weibo.com,6,1,0,,
4584167126345933,JzjzqqCRL,黄蜂117-120魔术全场集锦 【集锦】黄蜂117-120魔术 三球10中1武切维奇18+12 ,,,2020-12-20,微博 weibo.com,1,0,0,,
4584164647765795,JzjvqwAeL,特雷杨阿伦爆发冲突  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,11,10,1,,
4584159022948084,JzjmmcmVK,今日关键先生：科尔安东尼全场26分钟砍下19+2+4 外加一记抛投准绝杀选秀前行情持续下跌的科尔安东尼新赛季能证明自己吗？  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,6,1,0,,
4584153175819073,JzjcVopO1,三球这传球确实很帅不过今天也确实有点铁啊！  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,9,1,1,,
4584144627566801,JziZ8vKtb,富尔茨戈登空中连线如果这球进了。。。  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,10,4,1,,
4584138332443997,JziOZafNj,韦少半场8分6篮板3助攻带领奇才半场63-49领先活塞！  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,4,2,0,,
4584135554763200,JziKvjZ7O,回顾一下科尔安东尼单打三球打进新秀间的对决啊  腾讯NBA的微博视频 ,,,2020-12-20,微博视频,3,0,0,,
