id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4593007007894396,JD1xix7GY,#转发赠书#还记得去年农村留守女孩报考北大考古学引起的热议吗？考古学究竟是一门怎样的学问？🤔️真实的反盗墓机关，真的那么神奇吗？如何知道5000年前的古尸生前去了哪些地方、做了什么事？《围观考古现场》用“破案式”的考古学思维带你围观11个震惊世界的考古现场！【转发+关注@腾讯微信读书】抽3位书友送实物书1本。🔦考古学是挖坟掘墓找古董？是翻山越岭看岩壁？是跋山涉水访遗址？……🤔绝对不是！考古学真正的本领在于，如何用少量的信息，分析出大量的结论。❓如何通过满城汉墓出土的文物证明中山靖王刘胜确实又好酒又好色？❓斯坦因是如何从集市上购买的几块木板中发现线索，从而找到传说中的精绝古城的？❓为什么设计简单的“洛阳铲”能够成为考古神器？❓没有文字记载的史前遗址，如何判别它的年代？作者无意于对那些考古遗址仅作知识性的普及，而是致力于与读者探讨如何用考古学的思维和眼光去看待文物、看待考古；如何像考古学家一样，通过思考和实践，发现新的历史研究资料，解决历史疑难问题，印证或推翻史书中的既有结论；如何综合各种知识和常识解决一个个复杂的学术问题。快来微信读书阅读《围观考古现场》感受考古学的魅力吧！#世界那么大##好书推荐# #读书笔记# #读书打卡# #带着微博去旅行#,,,2021-01-13,iPhone客户端,31,33,107,"转发赠书,世界那么大,好书推荐,读书笔记,读书打卡,带着微博去旅行",腾讯微信读书
4592303290990517,JCJeh49G5,#有声书推荐#今晚#大江大河2大结局#，你是否意犹未尽？微信读书10集有声书，讲书人捌匹马带你深入了解这部脍炙人口的电视剧，扫描下方二维码收听！🎧电视剧不仅通过故事中的人物记录下那个时代的缩影，也用镜头再现了那段改革春风吹满地的风光岁月。🍃宋运辉的知世故而不世故，杨巡的小人物成长史，都伴着时代浪潮中的奋斗底色。来微信读书收听有声书，感受这个时代中的人的奋斗历程，致敬这个前所未有的变革时代！#大江大河##大江大河2收官#,,,2021-01-11,iPhone客户端,10,5,3,"有声书推荐,大江大河2大结局,大江大河,大江大河2收官",
4592268327783203,JCIjSwELx,#转发赠书#一个“永远有人守候，永远不会感到孤单的乌托邦”，连通异世界的神奇居酒屋，暖心到爆的美食人情物语！🤗超人气动漫《异世界居酒屋》原著小说，日本大热畅销书《异世界居酒屋（全集）》在微信读书上架啦！【转发+关注@腾讯微信读书】抽4位书友送实物书1册。阿信和小忍努力经营着一家居酒屋，但不知为何，店的正门连通着一个异世界的城镇。在这里，他们遇见了慵懒的士兵、严肃的包税人、挑剔的伯爵千金、胆小的少女、害怕鱿鱼的中队长……这些无意间来到居酒屋的客人，都被这里的美食所折服，忘记了生活中烦恼，成为居酒屋的好朋友……感受居酒屋这个异世界温暖的所在，快来微信读书阅读吧！异世界居酒屋（全集） #奶奶眼中的动画片# #热爱生活的千万个理由# #今天让你感到快乐的原因#,,,2021-01-11,iPhone客户端,33,58,187,"转发赠书,奶奶眼中的动画片,热爱生活的千万个理由,今天让你感到快乐的原因",腾讯微信读书
4592226518438326,JCHerzpc2,#直播预告#艺术仿造者被人们称为有史以来“最伟大”的骗子，他们将无数的伪作混杂在无法确切考证的真迹之间。历史上有哪些关于大师作品的真伪之争？真伪之争背后有哪些精彩故事？🤔今晚周一1月11日19:00，【微信读书·微信视频号 】为你直播《真假之中的西方美术》主题讲座，扫描海报二维码预约观看直播！📢讲座由@北京大学出版社 主办，邀请北京大学艺术学院教授丁宁作为讲座嘉宾。📖讲座主题图书为《感动心灵的西方美术感动心灵的西方美术》《西方美术史微信读书》（微信读书APP可阅读或购买纸书），《梵高身后事——一场艺术真伪的旷世之争》（微信读书APP可购买纸书）。🖌️艺术仿造者或许陷入了对大师崇拜的执念。英国人汤姆·基廷花费了近20年时间创作了作品全集“Sexton Blakes”，其中包括伦勃朗、德加和塞缪尔·帕默等人的作品。他在自传中写道，他似乎能借由（创作伪作）“与这些作品的艺术大师们沟通”。 🖌️他们亦或是对业内不认可的一种报复，正如荷兰人汉·凡·米格伦一样，在上世纪20年代，这位正统画家因其保守派画风与当时流行的现代派画风相冲突而备受冷落，于是他伪造了无数幅伦勃朗、哈尔斯和维米尔作品欺骗了整个业界。 🤔在大师之作的真伪之争的背后，还有哪些精彩的故事？马上来【微信读书·微信视频号】预约讲座直播吧！ #读书# #好书推荐# #我们读书吧# #遇见艺术# #绘画# #每日一画# #画画# #油画#,,,2021-01-11,iPhone客户端,7,1,1,"直播预告,读书,好书推荐,我们读书吧,遇见艺术,绘画,每日一画,画画,油画",北京大学出版社
4591193847766907,JCgmQwAwH,#直播预告#如何构建并提高自己的逻辑思维与创意思维能力？人工智能时代，扫码骑车、刷脸购物这些技术，你有没有想过都是谁发明出来的呢？🤔他们都是基于怎样的逻辑与创意发明了这些东西？明晚周六1月9日19:30【微信读书•微信视频号  】为你直播《原来做题也可以如此有趣》主题讲座。扫描下方海报二维码预约观看直 ...全文,,,2021-01-08,iPhone客户端,11,2,2,直播预告,
4591188068278429,JCgdwyJB3,#转发赠书#青春就像一片迷茫的雾，只有在雾中找到同伴，才不枉这一场年少轻狂。🍃当她遭遇恶意对待，他守在她身边。长大后，念念不忘对方的他们终于重逢，在众人眼里是“男神”“女神”的他们能否抛开过往，坦诚面对彼此，不负真心？【转发+关注@腾讯微信读书】抽3位书友送实物书1本。来#微信读书#阅读颜月溪作品《许你惜年时光（全集）👉许你惜年时光（全集）》，和小说男女主角一起成长，面对爱情不再患得患失！🤗 #这才是小说标配男主长相# #我抗拒亲密关系的原因# #读书# #小说# #cp粉的脑补能力有多强# #剧中超甜的拥抱戏# #男女生单身久了之后的区别# 抽奖详情,,,2021-01-08,iPhone客户端,38,54,150,"转发赠书,微信读书,这才是小说标配男主长相,我抗拒亲密关系的原因,读书,小说,cp粉的脑补能力有多强,剧中超甜的拥抱戏,男女生单身久了之后的区别",腾讯微信读书
4590845037125956,JC7iftTMM,#直播预告#地理学为什么重要？人类社会所发生的众多事件都发生在大地上，且许多事件中的决定性因素便是地理因素，也就是“天时、地利、人和”中的“地利”。地理还是解开众多错综复杂的事件的一把钥匙。明天晚上1月8日19:30，【微信读书·微信视频号 】将为你直播《地理学为什么重要？》主题讲座。马上扫描海报二维码预约观看直播！📢讲座由@北京大学出版社 主办，邀请特邀北京师范大学地理科学学部周尚意教授、中山大学历史学系刘志伟教授作为讲座嘉宾，主题图书为《地理学为什么重要》，#微信读书#可购买纸书。📖本书简明扼要地介绍了地理学的研究主题、方法、学科意义和价值，梳理了地理学的发展历程，为读者打开了地理学的大门。🌊今天，海平面上升、森林过度砍伐、物种灭绝、快速城市化和大规模移民等挑战日益严峻，地理学的意义愈发凸显。🌲地理学是人类认识自身所处的生活环境，应对粮食生产、交通障碍、资源匮乏、气候变迁等一系列生存难题不可或缺的手段。📱地理学的思考又是如何颠覆了我们传统的认知？明天微信读书视频号不见不散！,,,2021-01-07,iPhone客户端,10,2,1,"直播预告,微信读书",北京大学出版社
4590827365480797,JC6PKmZNX,#转发赠书#「有些事会随着时间被忘记，有些事则会被时间重新提起。我们注定要和往事一起活下去。」村上春树2021全新作品，首度完整讲述父亲、自我、回忆与猫的生命根本之书《弃猫：当我谈起父亲时》电子书在微信读书上架啦！【转发+关注@腾讯微信读书】抽3位书友送实物书1本。📖继《刺杀骑士团长》后时隔3年的深度力作，自《且听风吟》《挪威的森林》起，那些村上文学中隐含的迷茫全都在这本书中得以解答。收录十一幅原创插画，还原村上童年的真实照片。🌊“某个夏日的午后，父亲和我一同去海边遗弃一只猫。”“正是这一件件小事无穷地累积，才让我这个人长成如今的模样。”✒️冷静书写父亲的整个人生，将自己与父亲漫长的隔阂、决裂与和解转换为看得见的文字，毫不避讳地向读者展示，父亲人生中经历过的动摇与恐惧，如今成为了村上对世界的迷茫与不安。📚也写到真实的历史，反思战争，批判恶行，思考个体与集体间的对立，找寻单个人生与世界历史间的关联。来微信读书阅读这本特别的作品，彻底了解村上春树！《弃猫：当我谈起父亲时》 抽奖详情,,,2021-01-07,iPhone客户端,69,91,265,转发赠书,腾讯微信读书
4590031199011342,JBM7BBOge,#直播预告#未来的医疗是什么样的？人工智能将会如何增强医生的专业能力，改变目前医疗行业的窘迫现状？普通人、医疗从业者、投资人等又如何从智能医疗等高科技中获益？🤔今晚1月5日20:30，【微信读书·微信视频号 】将为你直播《大健康时代，深度医疗如何改变每个人的医疗体验》主题讲座。扫描海报二维码预约观看直播！📖本次直播的主题图书为美国知名心脏病学家、基因组学教授埃里克·托普所著的《深度医疗网页链接》，微信读书可阅读电子书或购买纸书。🤖️在这本书中，埃里克·托普揭示了人工智能在医学上的各种应用前景，为人工智能如何实现医疗变革提供了一幅全景图。📢本次直播由@湛庐文化 诚邀树兰医疗总裁、《深度医疗》的译者郑杰老师，上海创奇健康发展研究院执行理事长蔡江南老师作为讲座嘉宾。 #心梗有多可怕#,,,2021-01-05,iPhone客户端,10,13,1,"直播预告,心梗有多可怕",湛庐文化
4589727740603397,JBEea2wYd,#正在直播#过去的这一年因新冠疫情的爆发，搅乱了整个世界，也留下了太多的伤痛，也使健康成为这一年盘桓不散的主题。我们该如何保持健康，应对将来可能出现的各种未知的病原体的侵袭？🤔今晚1月4日19：30，【微信读书·微信视频号】为你直播《新的一年从健康开始：从幕后走到台前的益生菌》主题讲座。扫描海报二维码观看直播！从人类出现的那天开始，益生菌就如影随形，与人类相伴，一方面给予人类必要的营养素，弥补每天膳食摄入中的不足；另一方面，参与人类健康的保护，在防御病菌的侵入，消灭感染的病菌方面发挥着重要的作用。❓益生菌在人类健康中扮演着怎样的角色？❓它们对我们的健康会有怎样的帮助？❓我们应该怎样选择符合自己身体需要的益生菌？📢讲座由@北京大学出版社 主办，特邀世界益生菌和营养领域知名专家崔岸教授作为嘉宾，为书友们介绍益生菌的相关知识。📖讲座主题图书为《自然生物疗法》，微信读书可购买纸书。📖本书向读者普及益生菌方面的基础知识，而且重点帮助读者了解益生菌在人体健康维护中的重要作用，并希望借此带给读者科学的思考或启发！,,,2021-01-04,iPhone客户端,4,1,0,正在直播,北京大学出版社
4589648875882870,JBCaXoGp0,微信读书无限阅读大门为你打开！本期无限阅读者，演员@小陶虹 邀你在1月4日12:00至5日12:00 ，来微信读书享受百万好书免费读福利！“愿你在书中发现美，感受美，并把美带到生活中”，陶虹邀你一起无限阅读！【转发+关注@腾讯微信读书】抽3位送微信读书无限卡月卡1张，再抽3位送热门纸书1本。还有陶虹的私藏书单、微信读书无限卡、神秘“解锁福利”等你来领取，马上参与活动！>>本期无限阅读者 · 陶虹无限阅读日，百万好书免费读。机不可失，微读君为大家准备了以下的精选书单： 🎬热门影视相关书籍由刘诗诗、倪妮主演的热播剧原著小说《#流金岁月#》，作者亦舒讲述了一对挚友经历成长蜕变，患难与共，唯有两人的友谊依旧如初的动人故事。《流金岁月（刘诗诗、倪妮主演同名电视剧原著）》由王凯、杨烁、董子健主演的热播剧《#大江大河2#》原著小说，全景展现改革开放以来中国经济、社会、生活变迁，深度揭示历史转型新时期平凡人物命运。《初晨，是我故意忘记你（孙怡、白敬亭主演《与晨同光》原著）》🆕热门新书5000万读者4年追更悬疑力作：法医秦明全新系列“守夜者”，高能对决黑暗中的22个逃犯！隐藏许久的真相终于大白……《守夜者套装（全4册）》；对疫情后的世界和中国经济进行全面剖析，并预测中国经济2021的走势，带领读者走出后疫情时代迷局，把握机遇，开拓未来发展新局的《中国经济2021》《中国经济2021：开启复式时代》；📚经典好书对邓小平跌宕起伏的一生以及中国惊险崎岖的改革开放之路的全景式描述，已故美国哈佛大学傅高义教授倾十年心力完成的权威巨著《邓小平时代》《微信读书》献给天下父母子女的人生启迪，告别“钢琴诗人”傅聪，在《傅雷家书》中走近傅家父子。《微信读书》 📖更多好书，在微信读书App/小程序/网页版，等待与你的相遇！>>本期无限阅读者 · 陶虹 抽奖详情,,,2021-01-04,iPhone客户端,50,86,263,"流金岁月,大江大河2","小陶虹,腾讯微信读书"
4588323345801329,JB3H0olbP,2020年，你在微信读书中都遇见了哪些好书呢？带上话题#微信读书年度报告# 并@腾讯微信读书 ，分享你的【个人读书报告】，点击查收：👉 网页链接 抽5位幸运书友，送出微信读书无限卡月卡1张。📖感恩过去一年大家对微信读书的热爱，未来一年，大家继续一起努力看书呀！#快进2020##再见2020##给2021年立个flag##2021开年锦鲤##2021新年贺词##2020最后一天##每个人都了不起##感动你我的新年金句# #我们啃下了最难啃的硬骨头# #跨年节目单# 抽奖详情,,,2020-12-31,iPhone客户端,33,43,35,"微信读书年度报告,快进2020,再见2020,给2021年立个flag,2021开年锦鲤,2021新年贺词,2020最后一天,每个人都了不起,感动你我的新年金句,我们啃下了最难啃的硬骨头,跨年节目单",腾讯微信读书
4588277581220040,JB2vc57o4,#微信读书年度报告#回顾2020年，假如为每个月选出一本代表书籍，你认为会是哪一本？今年的你是否因为一段独特的经历，而选择看某本书？欢迎来评论区说说你的故事！【转发+评论】抽5为书友送📖微信读书无限卡月卡1份！哪10本书是今年微信读书书友最关注的书籍？这些书你都看过吗？点击查看报告！👉 微信读书2020年#2020最后一条微博##再见2020##一张照片告别2020##2020人间值得图鉴##手机里的2020##2020你最大的遗憾##提前进入跨年状态##关于我的2020总结# #转发有奖#,,,2020-12-31,iPhone客户端,22,75,83,"微信读书年度报告,2020最后一条微博,再见2020,一张照片告别2020,2020人间值得图鉴,手机里的2020,2020你最大的遗憾,提前进入跨年状态,关于我的2020总结,转发有奖",
4587820045836377,JAQBeouj7,#直播预告#电视剧#大秦赋#热播，你对秦朝的了解有多少？🤔秦始皇最伟大的功绩之一是“一法度衡石、丈、尺，车同轨，书同文字”。当时发达的道路交通如何影响了国人的文化和心态，对后世带来了怎样的影响？今晚12月30日19:30，【微信读书·微信视频号 】为你直播《秦帝国交通史话：秦始皇的千秋大计》主题讲座。扫描二维码预约观看直播！📢讲座由@北京大学出版社 主办，邀请中国人民大学明德书院院长、国学院王子今教授为主讲嘉宾，为您讲述秦帝国交通网络背后的故事。❓秦帝国的交通网络是如何构建的？❓在多大程度上继承了春秋战国时期的交通道路？❓秦始皇所修建的驰道、直道，在秦代乃至汉代发挥了怎样的作用？❓发达的道路交通如何影响了国人的文化和心态，对后世带来了怎样的影响？    📖讲座的主题图书为张岂之主编的《中国历史十五讲》，微信读书可阅读电子书！中国历史十五讲(第二版)✒️本书用平易的语言讲述了从盘古开天地中国历史发展的曲折历程，重点是中国古代史。叙事简明，重点突出，便于读者尽快了解中国历史。,,,2020-12-30,iPhone客户端,117,51,2,"直播预告,大秦赋",北京大学出版社
4587559617307495,JAJPbuF0P,#转发赠书#书友们心心念念的守夜者4来啦！@法医秦明 超级畅销品牌守夜者系列大结局重磅登场！宿命已难回头，生死唯有一战！守夜者系列出版至今，陪伴不易，感谢你等待守夜者大结局的4年时光。【转发+关注@腾讯微信读书】抽3位书友送秦明老师签名书1本。📖来微信读书看真相大白！守夜者套装（全4册）赠书由@磨铁图书 提供。 抽奖详情,,,2020-12-29,iPhone客户端,101,123,334,转发赠书,"法医秦明,腾讯微信读书,磨铁图书"
4587442268799101,JAGLUAV2Z,“人生一共才几何，需要抓紧做一点真正的工作，才能问心无愧。”（傅聪，一九五七年十一月五日，摘自《傅雷家书》）📖傅雷家书（2018新版） #钢琴家傅聪感染新冠去世# ,,,2020-12-29,iPhone客户端,66,15,4,钢琴家傅聪感染新冠去世,
