id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4590461508912168,JBXjEBosE,#AC米兰2名球员确诊新冠# 北京时间1月6日，AC米兰足球俱乐部宣布，安特-雷比奇（Ante Rebic）和拉德-克鲁尼奇（Rade Krunic）在与尤文图斯的赛前新冠病毒检测结果中呈阳性。两名球员目前已经在家中进行隔离并进行了第二次新冠病毒检测，被确诊为无症状感染者，同时俱乐部已将情况通知给米兰当地卫生防疫部门。此外，队内其他球员在今日的新冠病毒检测中结果均为阴性。,,,2021-01-06,微博 weibo.com,1,0,0,AC米兰2名球员确诊新冠,
4590460137384754,JBXhruZ6W,#曼城2名球员新冠阳性# 北京时间1月6日，曼城官方宣布，2名球员卡尔森、帕尔默和一名工作人员新冠病毒检测结果为阳性。此前，曼城的热苏斯、沃克和加西亚新冠检测阳性，不过已经痊愈。随后，曼城官方宣布“三名人员将遵循英超和英国政府的防疫政策进行隔离。”，球队同时表示：曼城全体人员希望相关人员早日康复。,,,2021-01-06,微博 weibo.com,0,2,2,曼城2名球员新冠阳性,
4590317153555016,JBTyPeUOY,#联赛杯# 索帅谈联赛杯曼市德比：我们比以前强了很多，有信心赢下比赛进军决赛。索帅谈联赛杯曼市德比：我们比以前强了很多 有信心赢下比赛 ,,,2021-01-06,微博 weibo.com,1,1,0,联赛杯,
4590316352964843,JBTxxcri3,#英超联赛# 《英超精华》第17轮：利物浦客负圣徒，曼联悄然追平积分榜首。《英超精华》第17轮：利物浦客负圣徒，曼联追平榜首 ,,,2021-01-06,微博 weibo.com,2,0,1,英超联赛,
4590026933148957,JBM0JddbD,#英超联赛# 英超第17轮五佳球：曼城上演双人华尔兹 孙兴慜斩热刺百球英超第17轮五佳球：福登京多安双人华尔兹 埃泽一条龙破门戏耍防线 ,,,2021-01-05,微博 weibo.com,3,2,1,英超联赛,
4590001952392886,JBLmra2uW,足球历史上，最伟大的女子球员之一巴西巨星玛塔。即将迎来人生中最重要的时刻之一：迈入婚姻殿堂。当地时间本周一，玛塔在社交平台上确认，她将与30岁的美国女足球员托尼-普雷斯利结婚。皇马的巴西后腰卡塞米罗、皇马副队长马塞洛，也都点赞、留言，祝福玛塔和她的女友幸福。#巴西女足传奇玛塔与队友订婚#,,,2021-01-05,微博 weibo.com,7,3,0,巴西女足传奇玛塔与队友订婚,
4589945110659964,JBJSL2LGA,【集锦】英斯开场闪击破旧主 连遭争议判罚利物浦客场0-1圣徒#利物浦3轮不胜#【集锦】利物浦客场0-1圣徒三轮不胜 英斯闪击弑旧主  ,,,2021-01-05,微博 weibo.com,3,1,0,利物浦3轮不胜,
4589907438471035,JBITZzxHB,#英超联赛#英超第17轮，南安普敦1-0击败利物浦，而当比赛结束后，圣徒主帅哈森许特尔直接跪倒在地，失声痛哭！之前，哈森许特尔由于家人确诊新冠，他得隔离，一度无法到场指挥比赛。谁也没想到，新年首战面对利物浦，结束隔离的他重返教练席就制造冷门，带领南安普顿战胜利物浦。顽强击败强敌利物浦！南安普敦主帅难掩激动心情场边跪地痛哭,,,2021-01-05,微博 weibo.com,12,7,3,英超联赛,
4589690776454044,JBDgxr4Zu,#英超联赛# 英超周日场：蓝月客场击溃切尔西 莱斯特城获近三轮首胜英超周日场：蓝月客场击溃切尔西 莱斯特城获近三轮首胜 ,,,2021-01-04,微博 weibo.com,0,0,0,英超联赛,
4589676142792406,JBCSWbIqO,C罗超话 #尤文图斯# 无愧世纪最佳！年龄只是一个数字 C罗2020年44球全收录无愧世纪最强 欣赏C罗在2020年打进的44个进球 ,,,2021-01-04,微博 weibo.com,9,2,2,尤文图斯,
4589604483892513,JBB1mgkCt,#意甲联赛# #C罗打破贝利进球纪录# 北京时间1月4日，意甲第17轮，尤文图斯主场4-1乌迪内斯，C罗贡献2球1助攻，职业生涯打入758球，打破贝利进球纪录。 ,,,2021-01-04,微博 weibo.com,6,1,2,"意甲联赛,C罗打破贝利进球纪录",
4589595298106057,JBAMxy0KR,今天是@皇家马德里足球俱乐部 中场指挥官克罗斯31岁生日！，祝他生日快乐！来欣赏中场大脑的高光时刻！皇马中场指挥官克罗斯31岁生日快乐！ 来欣赏中场大脑的高光时刻 ,,,2021-01-04,微博 weibo.com,5,1,3,,皇家马德里足球俱乐部
4589528372741351,JBz2Bbv9l,北京时间1月4日凌晨，西甲第17轮中，巴萨客场1-0小胜韦斯卡，拿下客场两连胜，重回积分榜前5。梅西西甲生涯第500场，送出职业生涯第300次助攻，德容打入巴萨新年第1球，创15年纪录，近5次首发直接制造3球。 ,,,2021-01-04,微博 weibo.com,1,0,1,,
4589528267885373,JBz2qx5lr,北京时间1月4日3时45分，2020-21赛季意甲第15轮，尤文图斯主场4比1战胜乌迪内斯。德保罗打入一球被判罚手球在先，C罗梅开二度并且送出助攻，基耶萨打入一球，拉姆塞破门同样被判罚手球在先，迪巴拉最后时刻打入一球。 ,,,2021-01-04,微博 weibo.com,2,1,1,,
4589483045946420,JBxRuoWW0,北京时间1月4日凌晨，20/21赛季意甲第15轮，10人作战的欧冠7冠王AC米兰客场2-0战胜了贝内文托。AC米兰重新超越国米登上榜首，而且连续15轮不败且至少打进2球，连续35轮意甲破门，跨赛季21个客场不败。凯西点球破门，莱奥吊射锁定胜局，托纳利染红。 ,,,2021-01-04,微博 weibo.com,2,0,0,,
4589482570940999,JBxQJ3WNp,北京时间1月4日，德甲第14轮的比赛中，拜仁5-2狂胜美因茨。此番拜仁半场0-2落后，下半场连入5球逆转，莱万梅开二度。拜仁回到了积分榜第一的位置。 ,,,2021-01-04,微博 weibo.com,3,0,2,,
4589475378495872,JBxF7zEac,#切尔西vs曼城# #英超联赛# 北京时间1月4日凌晨0时30分，2020-2021赛季英超第17轮一场焦点战，切尔西主场1-3完败在曼城脚下，蓝月亮积29分升至第5，在少赛1轮的情况下距利物浦4分。福登和德布劳内分别传射，京多安近4轮3球。全场集锦→【集锦】曼城客场3-1战胜切尔西 京多安破门德布劳内福登均传射 ,,,2021-01-04,微博 weibo.com,3,1,2,"切尔西vs曼城,英超联赛",
4589473385417095,JBxBUmJev,#切尔西vs曼城# #英超联赛# 【进球】挽回颜面！奥多伊最后时刻攻入一球 曼城零封无望 ,,,2021-01-04,微博 weibo.com,0,0,0,"切尔西vs曼城,英超联赛",
4589461092958510,JBxi5cpDU,#切尔西vs曼城# #英超联赛# 【进球】太快乐了！斯特林超级单刀犹豫再三击中立柱 德布劳内补射得手 ,,,2021-01-04,微博 weibo.com,1,1,0,"切尔西vs曼城,英超联赛",
4589455409939847,JBx8UFHO7,北京时间1月3日晚间19时30分，意甲第15轮一场焦点战，国际米兰主场6-2大胜克罗托内，取得联赛八连胜。劳塔罗上演帽子戏法，并迫使对手后卫马罗内自摆乌龙，卢卡库传射建功，阿什拉夫破门。 ,,,2021-01-04,微博 weibo.com,0,0,0,,
4589452817335204,JBx4JuMdK,西甲第17轮结束一场大战，结果马竞2-1绝杀阿拉维斯回归榜首，苏亚雷斯打入新赛季联赛第9球。 ,,,2021-01-04,微博 weibo.com,4,2,2,,
4589449780661356,JBwZQ2M32,#切尔西vs曼城# #英超联赛# 【进球】瞬间领先两球！蓝军后防大漏人 福登禁区内无人防守轻松推射破门 ,,,2021-01-04,微博 weibo.com,0,0,0,"切尔西vs曼城,英超联赛",
4589449294120210,JBwZ3hhR0,#切尔西vs曼城# #英超联赛# 【进球】双人华尔兹！福登领球转身送助攻 京多安复制粘贴+直接抽射得手 ,,,2021-01-04,微博 weibo.com,0,0,0,"切尔西vs曼城,英超联赛",
4589449154922564,JBwYPkEAc,北京时间1月3日23:00，西乙第20轮结束一场比赛，西班牙人的2021年首秀表现不佳，0-1不敌拉斯帕尔马斯。此役武磊迎来了2021年的首秀，但替补时间不多，没有太多的发挥。路易斯-洛佩斯染红离场。 ,,,2021-01-04,微博 weibo.com,1,0,0,,
4589447657555047,JBwWpvHpB,#纽卡斯尔vs莱斯特城# #英超联赛# 第17轮，纽卡斯尔主场迎战莱斯特城。麦迪逊、蒂莱曼斯、卡罗尔分别在下半场破门，莱斯特城客场2-1最终取胜。全场集锦→【集锦】纽卡斯尔联1-2莱斯特城 麦迪逊建功卡罗尔替补3分效率破门 ,,,2021-01-04,微博 weibo.com,1,0,0,"纽卡斯尔vs莱斯特城,英超联赛",
4589447243105645,JBwVKd1V3,#纽卡斯尔vs莱斯特城# 【进球】要的就是这种效率 刚刚替换上场卡罗尔三分钟门前补射得手 ,,,2021-01-04,微博 weibo.com,0,0,0,纽卡斯尔vs莱斯特城,
4589446341071338,JBwUi4uHE,#纽卡斯尔vs莱斯特城# 【进球】背负黄牌的救赎 奥尔布莱顿横传蒂莱曼斯不停球转身抽射得手 ,,,2021-01-04,微博 weibo.com,1,1,1,纽卡斯尔vs莱斯特城,
4589429958644717,JBwtRAgSV,#纽卡斯尔vs莱斯特城# 【进球】爆射如飞镖般精准 瓦尔迪屡射不中喂饼麦迪逊打门得手 ,,,2021-01-03,微博 weibo.com,0,1,0,纽卡斯尔vs莱斯特城,
4589414686922125,JBw5et2Lb,#纽卡斯尔vs莱斯特城# 瓦尔迪闪电穿梭纽卡后防 下底横推轻松入网无奈越位在先 ,,,2021-01-03,微博 weibo.com,1,1,0,纽卡斯尔vs莱斯特城,
4589376899652569,JBv6hEv4B,#鲁能宣布佩莱离队# 鲁能官方宣布，意大利国脚中锋佩莱与球队合同到期，双方不再续约，佩莱离开鲁能。 ,,,2021-01-03,微博 weibo.com,2,0,0,鲁能宣布佩莱离队,
4589260469966920,JBs4uFOQM,#英超联赛# 英超第17轮次日全进球：埃泽上演一条龙破门，阿森纳雪夜迎大胜英超第17轮次日全进球：埃泽上演一条龙破门 阿森纳雪夜大胜 ,,,2021-01-03,微博 weibo.com,5,0,1,英超联赛,
4589207281998477,JBqGI8nTv,#德甲联赛# 鬼魅前插+写意转身+脚后跟穿裆破门，阿米里上演博格坎普式进球。 ,,,2021-01-03,微博 weibo.com,13,5,3,德甲联赛,
4589164245549454,JBpzinhFk,#西甲联赛# 北京时间1月3日凌晨，西甲第17轮中，皇马主场2-0击退塞尔塔，拿下联赛主场4连胜，多赛3轮反超马竞1分，暂时登顶。阿森西奥助攻卢卡斯-巴斯克斯先拔头筹，随后亲自打入第2球，斩获本赛季个人首个进球，皇马近5个进球阿森西奥制造4球。#皇马2-0塞尔塔# ,,,2021-01-03,微博 weibo.com,2,1,1,"西甲联赛,皇马2-0塞尔塔",
4589163448631876,JBpy0AdxO,#英超联赛# 北京时间1月3日凌晨4时，2020-2021赛季英超第17轮，阿森纳客场4-0轻取西布朗拿到联赛3连胜，蒂尔尼打进枪手2021年首球并送出助攻，萨卡包抄吃饼，拉卡泽特4分钟2球。【集锦】阿森纳4-0战胜西布朗联赛三连胜 蒂尔尼传射拉卡泽特梅开二度 ,,,2021-01-03,微博 weibo.com,19,1,3,英超联赛,
