id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4589927524209438,JBJqohF4a,#云端策略会# 【天风证券邹润芳：工程机械板块整体没泡沫，军工是黄金赛道】他表示，航空航天领域需求很旺盛，这几年行业复合增速超20%，个别型号更是巨大增长，民用航空也在蓄势待发，未来发动机领域的投资是确定性的机会，国产大飞机也是能看至少十年。另外，在下游需求的爆发带动下，以及新材料的进口替代趋势下，高温合金、钛材料、碳纤维等新材料领域也存在着很多投资机会。@微博股票  腾讯证券的微博视频,,,2021-01-05,微博视频,2,0,0,云端策略会,微博股票
4589926149003556,JBJoaBMeE,#云端策略会# 【天风证券崔宇：光伏行业会出现5千亿市值的公司，设备需求将持续增加】崔宇认为，目前，光伏设备企业的静态估值不算便宜，但是如果考虑到未来的成长空间，这个估值水平并不贵。Hjt时代，2023-2024年装机总量可能会超过300GW，对应千亿的设备需求。而且国内只有几家主设备供应商，竞争格局非常好。未来高增长可以快速消化估值。天风证券崔宇：光伏行业会出现5千亿市值的公司，设备需求将持续增加,,,2021-01-05,微博 weibo.com,1,0,0,云端策略会,
