id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4586090998275648,JA7CryISc,发现中国好产品，人人都是新国货推荐官这是我的2020年度之光，很荣幸和#金物奖#  一起助力国货C位出道，12月31日和@吴晓波频道 在厦门#遇见下一个国货# 中国人的家 ,,,2020-12-25,华为畅享9,1,0,0,"金物奖,遇见下一个国货",吴晓波频道
