id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4592492966054799,JCOacpp83,本文采用时间线分析BORG僵尸网络，描绘该僵尸网络的进化方向和技术更新 BORG —— 一个快速进化的僵尸网络 ,,,2021-01-12,微博 weibo.com,6,2,29,,
