id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4591200328490532,JCgxizCM4,腾讯游戏超话#鹅妹夜话##英雄联盟新赛季#今日开启，小可爱们上个赛季都是什么段位呀？快来评论区告诉鹅妹吧！ ,,,2021-01-08,腾讯游戏超话,90,80,21,"鹅妹夜话,英雄联盟新赛季",
4590850275281855,JC7qHma3d,腾讯游戏超话#鹅妹夜话#看完2020年的#微博播报#鹅妹觉得熬夜冠军非我莫属了！特别感谢@Moonvale @SpaceCF @在地球的另一面爱你 以及其他小可爱们的暖心陪伴，2021还要一起同行哦！ 快来评论区跟鹅妹分享一下你们的年度播报吧！ 网页链接 ,,,2021-01-07,腾讯游戏超话,129,95,18,"鹅妹夜话,微博播报","Moonvale,SpaceCF,在地球的另一面爱你"
4590666833989932,JC2EPgJXK,#来自鹅妹的早安##2020王者荣耀冬冠#选拔赛今天正式开赛啦！鹅妹又有比赛可以看啦！1月7日-1月10日 15点在郑州开赛 ，10支战队进行BO1单循环，积分前四晋级正赛。参赛队伍：KPL参赛队伍：重庆@QGhappy @南京Hero久竞 @广州TTG @RNGM电子竞技俱乐部K甲参赛队伍：@MTG猛虎电竞俱乐部 @万臻WZ电子竞技俱乐部 @CW电子竞技俱乐部全国大赛参赛队伍：@XYG电子竞技俱乐部 @SZG电子竞技俱乐部合作外卡参赛队伍：DQ战队（即企鹅秦战队）小可爱们快来为你支持的战队加油吧！下面鹅妹为大家呈上【赛程日历】~,,,2021-01-07,,55,45,24,"来自鹅妹的早安,2020王者荣耀冬冠","QGhappy,南京Hero久竞,广州TTG,RNGM电子竞技俱乐部,MTG猛虎电竞俱乐部,万臻WZ电子竞技俱乐部,CW电子竞技俱乐部,XYG电子竞技俱乐部,SZG电子竞技俱乐部"
4590480564167292,JBXOohu6o,腾讯游戏超话#鹅妹夜话# 一个字就可以让聊天变得温柔起来，小可爱们聊天时最喜欢用哪一个语气词呢？ 腾讯游戏的微博投票 ,,,2021-01-06,腾讯游戏超话,515,98,21,鹅妹夜话,
4590417695218018,JBWaZlTrA,#鹅游铁粉月榜# 新年新气象！为了感谢小可爱们一直以来对鹅妹的支持！ 从本月开始，#鹅游铁粉周榜#正式升级为#鹅游铁粉月榜#啦，同时奖励也随之提高！ 每月互动总数前十的小可爱将会获得50-200QB的奖励哦！ 详细奖励如下：互动榜单第1-3名：依次为200QB、150QB、100QB奖励互动榜单第4-10名：各获得50QB奖励希望今后能有更多小可爱加入进来，大家这个月要开始加油喽！Ps：要注意啦！如果被鹅妹发现恶意刷评与无效评论，将会被取消本月上榜资格哦！(数据大家可自行在后台粉丝互动榜中查看),,,2021-01-06,微博 weibo.com,157,150,34,"鹅游铁粉月榜,鹅游铁粉周榜,鹅游铁粉月榜",
4590117648081103,JBOn2xUgn,#鹅妹夜话#今日#小寒#，#最冷模式开启#！这个时候吃火锅最幸福啦！想知道小可爱们每次吃火锅时都有什么必点菜品？快来评论区告诉鹅妹吧！ ,,,2021-01-05,腾讯游戏超话,119,103,30,"鹅妹夜话,小寒,最冷模式开启",
4590045468037534,JBMuCxIVE,#鹅游玩家的日常#【王者荣耀 孙尚香时之恋人皮肤 cos】浅蓝色的长发与粉色漂染交相辉映，把朋克萝莉个性表现得淋漓尽致。感谢@猫喵Hcat 小姐姐精心的打扮，将孙尚香完美地展现在大家面前。 ,,,2021-01-05,微博 weibo.com,114,70,31,鹅游玩家的日常,猫喵Hcat
4589752974049369,JBESRgZqp,腾讯游戏超话#鹅妹夜话##2021年的第一个工作日#用一个表情来形容小可爱你今天的状态吧！ ,,,2021-01-04,腾讯游戏超话,77,84,17,"鹅妹夜话,2021年的第一个工作日",
4589398124138834,JBvEwhmHo,#鹅妹夜话#元旦假期就要收尾啦！小可爱们在这三天的假期中都去哪里玩了呢？ ,,,2021-01-03,腾讯游戏超话,109,99,27,鹅妹夜话,
4589035005151892,JBmcQlCf2,腾讯游戏超话#鹅妹夜话##2021年的第二天#，小可爱们都立好什么flag啦？快来告诉鹅妹吧！ ,,,2021-01-02,腾讯游戏超话,100,75,24,"鹅妹夜话,2021年的第二天",
4588936166641998,JBjDqrRT0,#鹅游玩家的日常#【天涯明月刀 耶律观音奴 cos】冷艳的脸庞透着一股天下无双、无人能敌的自信，华贵的服饰真真真是太好看了！超用心der妆容一级棒！感谢@蛮蛮慢慢即漫漫 的cos，真真是大片既视感，美艳高冷又霸气！ ,,,2021-01-02,微博 weibo.com,65,39,29,鹅游玩家的日常,蛮蛮慢慢即漫漫
4588483182069712,JB7QO8Gqs,#来自鹅妹的早安# #LPL全明星重启# #LPL全明星#周末赛程安排表出来啦！比赛将于1月1日至1月2日正式打响，各路英雄相约成都精彩不停！万众瞩目的全明星正赛梦之队迎来巅峰对决。小可爱们可以通过掌上英雄联盟APP，英雄联盟电视台，英雄联盟赛事官网，企鹅电竞，虎牙直播进行线上观看。作为2020赛季的谢幕与2021年的开启，鹅妹特别期待这一场盛大的赛事，小可爱们也不要错过呀！,,,2021-01-01,微博 weibo.com,420,122,20,"来自鹅妹的早安,LPL全明星重启,LPL全明星",
4588346074729626,JB4hFjQoi,#鹅妹夜话# #再见2020#这一年中我们有梦想、有欢乐，遭遇过挫折，经历过磨难，但从未放弃！  希望在接下来的2021年中，鹅妹能够继续与小可爱们一起去发现更多精彩，创造无限可能！说了这么多，知道今晚劝你们早点睡觉是不太可能了，那就来一场游戏吧，2021年的第一场战斗，即将开始！,,,2021-01-01,微博 weibo.com,678,274,25,"鹅妹夜话,再见2020",
4588118277363850,JAYmfuTFM,#来自鹅妹的早安# 12月31日@天涯明月刀手游 全平台震撼公测！首个大型资料片#天上白玉京#的海量新内容将重磅登场，带来不间断的高燃体验！鹅妹要去pick白玉京的风姿，开启一天的惊喜啦!  天涯明月刀手游的微博视频 ,,,2020-12-31,微博 weibo.com,35,29,20,"来自鹅妹的早安,天上白玉京",天涯明月刀手游
4587939110326756,JATHh1n0g,#鹅妹夜话# 据说这些是#和平精英# 玩家统一的几个吃鸡动作：翻窗总要尝试多次；上车前要跳一下；背包满了就扔子弹；饮料装不下喝了再捡。小可爱们都中了哪几条呢？ ,,,2020-12-30,腾讯游戏超话,78,66,22,"鹅妹夜话,和平精英",
4587911901089040,JASZo4zja,#鹅游铁粉周榜#叮咚，又到了鹅妹翻牌时间！今年的最后一次粉丝榜奖励，上榜的小可爱们赶紧来找鹅妹领取20QB！新上榜的小可爱同样会有额外10QB！快点转评赞一键三连走起吧！ ,,,2020-12-30,微博 weibo.com,75,65,18,鹅游铁粉周榜,
4587578239492501,JAKjdDPqR,腾讯游戏超话#鹅妹夜话# 都玩#王者荣耀#这么久啦，草丛三姐妹中，小可爱最害怕谁呢？ 腾讯游戏的微博投票 ,,,2020-12-29,腾讯游戏超话,598,59,21,"鹅妹夜话,王者荣耀",
4587492633749618,JAI59fJrI,#鹅游爆料##王者荣耀破晓版本#要来啦! ⭐ 它以“万物生”为设计概念，以国画的基本语言“点线”为灵感，结合现代审美与王者特色进行设计，打造“大道至简，万物新生”的王者界面。⭐ 这样简约的界面风格，小可爱们喜欢嘛？ ,,,2020-12-29,,60,45,26,"鹅游爆料,王者荣耀破晓版本",
4587215508213157,JAASaysCh,#鹅妹夜话# 听说今天朋友圈大家都在晒#2020年度听歌报告#！小可爱们#见过最好笑的年度歌单#都是什么呢？转评抽2位小可爱平分200QB！快点来评论区告诉鹅妹吧！ ,,,2020-12-28,腾讯游戏超话,100,262,265,"鹅妹夜话,2020年度听歌报告,见过最好笑的年度歌单",
4587155282463861,JAzj2akXH,#鹅游玩家的日常#【地下城与勇士 炽天使三觉 cos】小姐姐眉目如画配上高冷的气质，服装精美还原，这就是无数玩家心中最真实的炽天使吧，鹅妹想和美丽的炽天使一起在地下城中一起刷图。作品来自@林大海豚 小姐姐 ,,,2020-12-28,微博 weibo.com,91,53,151,鹅游玩家的日常,林大海豚
4586866441461758,JArNa68gK,#鹅妹夜话# 恭喜@XYG电子竞技俱乐部 获得2020年第二届#王者荣耀全国大赛#总冠军！#XYG全国大赛冠军# 同时还获得了晋级KGL王者荣耀甲级职业联赛的审核资格，届时将以全国大赛赛道名额向本届冬季冠军杯选拔赛发起冲击，和职业战队一较高下。少年加油！冲冲冲！！！,,,2020-12-27,腾讯游戏超话,51,33,21,"鹅妹夜话,王者荣耀全国大赛,XYG全国大赛冠军",XYG电子竞技俱乐部
4586499317698630,JAif1wiLs,腾讯游戏超话#鹅妹夜话#周六就要玩得尽兴，小可爱们都来和鹅妹说说今天玩了什么游戏啊，战绩如何？ ,,,2020-12-26,腾讯游戏超话,68,79,23,鹅妹夜话,
4586137236800231,JA8P1sx39,#鹅妹夜话# 2020年要过去啦，小可爱的厨艺也有上涨吧！和鹅妹说说今年你的#拿手好菜#是什么呢？ ,,,2020-12-25,,73,70,22,"鹅妹夜话,拿手好菜",
4585768251035342,JzZdT4ll4,腾讯游戏超话#鹅妹夜话#小可爱们有强迫症嘛？以下选项中小可爱一定会做哪一项呢？ 腾讯游戏的微博投票 ,,,2020-12-24,腾讯游戏超话,229,53,27,鹅妹夜话,
4585713670033718,JzXNR08LQ,#鹅游铁粉周榜#又到鹅妹翻牌的激动时刻啦！上榜的小可爱们赶紧来找鹅妹领取20QB奖励！新上榜的小可爱还会有额外10QB奖励！这周大家要继续努力哦~希望下周能看到更多新面孔呢～  ,,,2020-12-24,微博 weibo.com,50,50,17,鹅游铁粉周榜,
4585405943654372,JzPNwfkFu,腾讯游戏超话#鹅妹夜话#打开微信的讨论组，你才会发现身边的朋友都是取名鬼才，小可爱遇到过哪些#搞笑的微信讨论组名称#呢？快来评论区告诉鹅妹吧！ ,,,2020-12-23,腾讯游戏超话,55,54,24,"鹅妹夜话,搞笑的微信讨论组名称",
4585324204524479,JzNFGiZ1t,#鹅游玩家的日常#【王者荣耀 大乔 cos】点亮的星，不会轻易熄灭！感谢小姐姐@逍遥遥遥遥遥遥遥 给我们带来的精美cos，不得不说那双眼睛超级美的呢，精致服饰装扮，以及颇用心思的布景也让人赞叹！谁不想让这样的漂亮的大乔送回家呢~ ,,,2020-12-23,微博 weibo.com,59,46,31,鹅游玩家的日常,逍遥遥遥遥遥遥遥
4585228918849667,JzLbZB8cz,#来自鹅妹的早安#2020年第二届#王者荣耀全国大赛#线下淘汰赛正式开战！时间：12月23日-12月27日地点：广东省佛山市全国16强战队集结佛山！和鹅妹一起从特色地域文化中领悟电竞必胜之道，共同期待谁能最终登上总冠军的宝座！ KPL王者荣耀职业联赛的微博视频 ,,,2020-12-23,,47,51,28,"来自鹅妹的早安,王者荣耀全国大赛",
4585040044885035,JzGhmkuOT,腾讯游戏超话#鹅妹夜话#2020年进入倒计时，一起来做一个年终总结吧，如果用#一个词形容我的2020# ，小可爱会说什么呢？评论区见  ,,,2020-12-22,腾讯游戏超话,62,73,22,"鹅妹夜话,一个词形容我的2020",
4584886583428960,JzChQeo1O,#鹅游爆料# #QQ飞车手游三周年庆#全新版本-无限计划火热来袭，小可爱们完成更新后，还能获得惊喜大礼包!快来鹅妹一起驾车重返赛场吧!  更新公告丨全新三周年版本-无限计划明日开启！ ,,,2020-12-22,微博 weibo.com,53,48,24,"鹅游爆料,QQ飞车手游三周年庆",
4584315721622621,Jznr66O7j,#鹅妹夜话#遇到好听的歌，鹅妹就喜欢单曲循环，不知道小可爱们在这个月循环次数最多的是哪一首歌呢？ ,,,2020-12-20,微博 weibo.com,78,82,30,鹅妹夜话,
4584225125174156,Jzl4YlI28,#鹅游玩家的日常#【王者荣耀 上官婉儿·天狼绘梦 cos】以过往之梦，绘明日之象。白色与黑色的碰撞，古风笔墨与潮流机能相结合，@简帆ewig 小姐姐完美将皮肤的科技元素展现出来啦~整体造型也是让鹅妹眼前一亮，真是美出了新高度！ ,,,2020-12-20,微博 weibo.com,92,53,37,鹅游玩家的日常,简帆ewig
4583953333754865,Jze0BfKOl,#鹅妹夜话#今天周六啦，小可爱们辛苦了一周，有没有吃什么美食好好犒劳自己呢？ ,,,2020-12-19,微博 weibo.com,93,103,28,鹅妹夜话,
4583772157380836,Jz9inuY5K,#来自鹅妹的早安# #2020KPL秋季赛总决赛#将于12月19日18:00在重庆开战，DYG vs 成都AG超玩会，战火一触即燃，开启巅峰对决！和鹅妹一起见证谁能一战成王？KPL王者荣耀职业联赛的微博视频 ,,,2020-12-19,王者荣耀 · 视频社区,53,50,27,"来自鹅妹的早安,2020KPL秋季赛总决赛",
4583592455834782,Jz4CxotTo,腾讯游戏超话 #鹅妹夜话# #LOL全明星赛程#出来啦！12月18日-21日期间在线上举办，这个周末就可以看呢！话说，小可爱们还记得你入坑英雄联盟时的新英雄是哪一个吗？ ,,,2020-12-18,微博 weibo.com,77,80,31,"鹅妹夜话,LOL全明星赛程",
4583228897232934,JyVa9ulCe,腾讯游戏超话#鹅妹夜话#怎么说晚安，才会显得幽默又可爱？快来评论区告诉鹅妹吧~ ,,,2020-12-17,腾讯游戏超话,86,92,30,鹅妹夜话,
4583154247534818,JyTdKvC9k,#鹅游玩家的日常#【天涯明月刀 太白 cos】流星白羽光出匣，一剑无痕雪漫山。伫立着的太白，是江湖中最擅长使剑的门派，快一起来看看小姐姐 @汐雨然然 的cos吧，在评论区和鹅妹说说你最喜欢的是哪一张呢？ ,,,2020-12-17,微博 weibo.com,53,55,30,鹅游玩家的日常,汐雨然然
4583141992307597,JySTZ9Gjj,#鹅游铁粉周榜#来啦！来啦！鹅妹前来翻牌啦，一起康康提名的小可爱们都有谁！恭喜在榜的小可爱获得20QB奖励，新上榜者还会有额外的10QB奖励呢！感谢大家的踊跃互动，鹅妹比心没上榜的小可爱，也别灰心，鹅妹期待下周你会上榜哦 ,,,2020-12-17,微博 weibo.com,63,60,19,鹅游铁粉周榜,
4582870460407106,JyLQ21HUe,腾讯游戏超话#鹅妹夜话#和鹅妹说了晚安以后，小可爱还会去干嘛呢？ 腾讯游戏的微博投票 ,,,2020-12-16,腾讯游戏超话,425,65,27,鹅妹夜话,
4582829620469499,JyKMa1Y8z,#鹅游爆料#御龙手游新版上线喽专属新服爆率翻倍、九星神装、橙色副将免费送，更有1000万金子等你来瓜分！在天美出品的腾讯第一国战手游中，还能与好兄弟 @林峯 一起征战天下，再创新篇章！关注@腾讯游戏 @天美工作室群 转发抽5位小可爱平分500Q币～#林峯# #御龙在天#  抽奖详情,,,2020-12-16,微博 weibo.com,181,223,484,"鹅游爆料,林峯,御龙在天","林峯,腾讯游戏,天美工作室群"
4582804974994051,JyK8pkXbd,#TGC腾讯数字文创节# 凭借打造“数字文旅+旅游”融合发展新模式，成功入围2020年度中国旅游产业影响力风云榜”。小可爱们快来为TGC腾讯数字文创节打call【今天24:00前转发微博，我们将抽取5名幸运鹅，每人获得TGC因子盲盒一个】（随机发送），喜欢TGC，就为我们投票吧！投票链接：网页链接 抽奖详情,,,2020-12-16,微博 weibo.com,76,69,123,TGC腾讯数字文创节,
4582503396943503,JyChZt8jZ,腾讯游戏超话#鹅妹夜话#说一种小时候最喜欢玩的玩具，让鹅妹来猜猜小可爱们的年纪！ ,,,2020-12-15,腾讯游戏超话,80,100,30,鹅妹夜话,
4582142825464201,JysUqmVuh,#鹅妹夜话# 一般遇到犹豫不觉的问题，最常用的解决方式当然是石头剪刀布啦，那么【石头、剪刀、布】用小可爱们家乡话会怎么说？转发评论抽2位小可爱平分200QB！  抽奖详情 ,,,2020-12-14,腾讯游戏超话,126,311,255,鹅妹夜话,
4581418422245583,Jya429qb5,#鹅妹夜话#每当开心的时候，嘴边总会不自觉的哼起小歌～小可爱们会哼什么呢？评论区告诉鹅妹吧！ ,,,2020-12-12,腾讯游戏超话,92,86,36,鹅妹夜话,
4581313036160882,Jy7k3pQJ4,#鹅游玩家的日常#【英雄联盟 风暴之怒 cos】迦娜在风沙中重现恕瑞玛，感谢小姐姐@阿江正在看着你 的精美还原，真的好飒呀！鹅妹为你点赞！ ,,,2020-12-12,微博 weibo.com,45,43,29,鹅游玩家的日常,阿江正在看着你
