id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4592666756779727,JCSGvsrIr,#天赐的声音# 音乐现场持续公开，飞行合伙人@by2girl  @VaVaMiss @单依纯 @罗中旭 @TIA袁娅维 @R1SE-赵磊  的高能现场来啦！（按照姓名首字母排序）本周五晚记得来腾讯视频看天赐的声音第二季，看天赐精彩合作舞台！ ,,,2021-01-12,企鹅妹的iPhone客户端,2597,121,16,天赐的声音,"by2girl,VaVaMiss,单依纯,罗中旭,TIA袁娅维,R1SE-赵磊"
4592648415874874,JCScVoEk2,#撒贝宁哈萨克语唱燕子#撒贝宁在新疆录制《你好生活》期间，学会了哈萨克语，于是在赛里木湖音乐会上，他唱了一首新疆的哈萨克民歌《燕子》他不凡谁凡，撒贝尼用新学哈萨克语唱《燕子》 ,,,2021-01-12,企鹅妹的iPhone客户端,33,17,3,撒贝宁哈萨克语唱燕子,
4592644519373652,JCS6DDkvW,#你好生活# 金靖“雪姨附体”狂敲门，小撒小尼拔腿就跑撒贝宁湖边“表白”小尼小撒用哈萨克语唱经典民歌《燕子》太强了傅菁风中温柔吟唱《荒唐》唱进心里郁可唯一首《路过人间》开口跪太好听了~快来@腾讯视频 @腾讯综艺 #你好生活# 围观吧！第11期：开唱→央视boys赛里木湖开音乐会 ,,,2021-01-12,企鹅妹的iPhone客户端,16,8,2,"你好生活,你好生活","腾讯视频,腾讯综艺"
4592642816480470,JCS3TrbRI,#现在就告白#第21期更新啦！ 小情侣同居因卫生问题画起三八线，好气又好笑是洁癖男孩强迫症，还是不洗脚的女主播真邋遢二人谁也不服，发射吐槽连珠炮两位段子手大吵大闹，结尾却上演感动反转@腾讯视频 @腾讯综艺 为你讲述，无瑕的爱情，在生活的摩擦前将何去何从？网页链接,,,2021-01-12,企鹅妹的iPhone客户端,9,4,1,现在就告白,"腾讯视频,腾讯综艺"
4592631520175396,JCRLG0JCY,#十三邀##十三邀预告#徐皓峰，国内新派武侠代表人物，用文字记载“逝去的武林”，用影像再现拳脚刀剑。《一代宗师》、《道士下山》、《师父》、《刀背藏身》等作品构建起一个掌风拳影里的江湖世界。许知远好奇：现在还存在这么一个武林世界吗？ @腾讯新闻十三邀  腾讯新闻十三邀的微博视频 ,,,2021-01-12,文学 · 视频社区,2,1,0,"十三邀,十三邀预告",腾讯新闻十三邀
4592604840209473,JCR4E0SuB,#迷妹专访#×许魏洲超话@许魏洲ZZ 冲浪冲的比较晚一些？瘦下来不是因为减重而是因为这个？关注@迷妹专访 期待看到快乐洲洲吧！@腾讯视频 @腾讯时尚  ,,,2021-01-12,许魏洲超话,393,103,74,迷妹专访,"许魏洲ZZ,迷妹专访,腾讯视频,腾讯时尚"
4592583261553820,JCQvQ6wdC,#王一博侧脸轮廓##王一博我的世界守则# 阳光耀眼，乐观地走向前，我们的世界不会被改变！@UNIQ-王一博 ,,,2021-01-12,王一博超话,284,42,9,"王一博侧脸轮廓,王一博我的世界守则",UNIQ-王一博
4592579674374879,JCQq3im6z,#恰好是少年录制路透#鹅什么都不知道～鹅只有美丽风景@腾讯视频恰好是少年 ,,,2021-01-12,企鹅妹的iPhone客户端,1382,218,125,恰好是少年录制路透,腾讯视频恰好是少年
4592578084998204,JCQnukYgc,#天赐的声音# 音乐现场大公开！音乐合伙人@胡彦斌 @张韶涵 @胡海泉 @陶喆@孟美岐 @陈欢 的高清剧照新鲜出炉！ 本周五晚#来腾讯视频看天赐的声音#第二季，首期音乐现场超精彩~ ,,,2021-01-12,企鹅妹的iPhone客户端,68,16,3,"天赐的声音,来腾讯视频看天赐的声音","胡彦斌,张韶涵,胡海泉,陶喆,孟美岐,陈欢"
4592574244065419,JCQhih3Bh,杨芸晴超话#doki机位#上线啦~ 看@Sunnee杨芸晴 挑战一心二用，一边唱歌一边画自画像！清唱《雨》超超超超好听画完之后偷偷笑～是被自己的画逗笑吗速戳视频看Sunnee画画啦～sunnee杨芸晴可爱挑战一心二用 ,,,2021-01-12,杨芸晴超话,402,83,69,doki机位,Sunnee杨芸晴
4592551859065007,JCPHbC2dN,重塑未来，重塑自我。@刘柏辛Lexie 全新创作EP先行曲《有吗炒面》正式上线——包办词曲并且身兼此次EP的首要编曲、制作人与监制，刘柏辛将开启艺术生涯的崭新纪元，即将发行的EP将多维度呈现她革新性的音乐突破与自我成长。#有吗炒面#作为重磅开篇，MV“不计成本”地呈现了刘柏辛及团队天马行空的视觉创想，超前的音乐性彰显出其“重塑未来”的勇气。#刘柏辛Lexie[超话]#刘柏辛Lexie《有吗炒面》MV,,,2021-01-12,企鹅妹的iPhone客户端,8,1,0,"有吗炒面,刘柏辛Lexie[超话]",刘柏辛Lexie
4592530950459647,JCP9t1VzF,#天赐的声音第二季#～音乐合伙人@胡海泉 惊喜回归清唱《欧若拉》，不知道3天后能否成功“召唤”@张韶涵   本周五晚#来腾讯视频看天赐的声音#第二季~胡海泉回归《天赐的声音》第2季 ,,,2021-01-12,企鹅妹的iPhone客户端,16,3,0,"天赐的声音第二季,来腾讯视频看天赐的声音","胡海泉,张韶涵"
4592520464436160,JCOSyiC2Y,高嘉朗超话#高嘉朗0112生日快乐# 你满载能量在舞台上肆意歌唱，热烈而生动。你怀揣信念一路追梦未曾停歇，勇敢而坚定。祝@高嘉朗JG 生日快乐，新的一岁，愿朗月与清风继续伴你前行，音乐之路璀璨坦荡～ ,,,2021-01-12,企鹅妹的iPhone客户端,131,43,11,高嘉朗0112生日快乐,高嘉朗JG
4592519771591032,JCORr6FTO,#吐槽大会# 第五季迎风而来无需压抑，迎着风暴狂奔。尽情释放，把压力和不爽一吐而快！#吐槽大会5风暴海报##吐槽大会5官宣#  ,,,2021-01-12,企鹅妹的iPhone客户端,37,22,2,"吐槽大会,吐槽大会5风暴海报,吐槽大会5官宣",
4592518672428249,JCOPFabHj, #天赐的声音宣传片# 2021伊始，你还记得那些“千禧年金曲”吗？那是华语乐坛的“黄金时代”，但绝不是华语音乐唯一的“黄金时代”，每周五晚#来腾讯视频看天赐的声音# 第二季，与音乐合伙人@胡彦斌 @张韶涵 @胡海泉 @陶喆 @孟美岐 @陈欢 一起创造下一个“黄金时代”！《天赐的声音2》音乐合伙人上演“时空穿越” ,,,2021-01-12,企鹅妹的iPhone客户端,247,41,15,"天赐的声音宣传片,来腾讯视频看天赐的声音","胡彦斌,张韶涵,胡海泉,陶喆,孟美岐,陈欢"
4592516873077368,JCOMLcUyY,魔镜魔镜告诉我🍎谁是世上最美的皮？！#用白雪公主的方式打开画皮# 没人疼爱，再美的妖也会心碎💔速来腾讯视频APP搜索【管乐】一键关注等更新【慎入！！】用白雪公主的方式打开《画皮》？？ ,,,2021-01-12,企鹅妹的iPhone客户端,4,3,0,用白雪公主的方式打开画皮,
4592505587501838,JCOuyvtzo,#迷妹专访# × 管栎超话可可爱爱管老师@管栎YUE 即将上线！成家班“在逃弟子”在线宠粉，爆料“冷战”对象竟然是TA？！#管栎0116生日快乐# 生日福利提前放送！1月14日锁定@迷妹专访 @腾讯视频 超多精彩内容等你解锁~ ,,,2021-01-12,企鹅妹的iPhone客户端,12,4,2,"迷妹专访,管栎0116生日快乐","管栎YUE,迷妹专访,腾讯视频"
4592505108567067,JCOtMzWGv,#王源摘手套细节# @TFBOYS-王源 的小细节好棒～参加活动手套摘下来后用纸包好放进自己口袋里 ,,,2021-01-12,王源超话,31,10,2,王源摘手套细节,TFBOYS-王源
4592491150184954,JCO7h0M78,#时代少年团表情包##时代少年团表情包制造机# @时代少年团 表情包制造机你最喜欢哪个表情包？快在评论区晒出来 ,,,2021-01-12,企鹅妹的iPhone客户端,2805,163,68,"时代少年团表情包,时代少年团表情包制造机",时代少年团
4592483943588364,JCNVEf3uQ,#哈哈哈哈哈#无论热闹还是安静，每一个角落都是特别的风景 ,,,2021-01-12,企鹅妹的iPhone客户端,14318,326,157,哈哈哈哈哈,
4592476356351877,JCNJpqEpD,令人心动的offer超话看到@李晋晔猫子 和大家的相处日常，才明白什么是真正的“全能”！刚刚化身“电脑能手”为大家解决难题的晋晔，下一秒又亲手演示律师袍的各种穿戴细节，偶尔消失的短短时间，就让暄暄面对打印机犯了难，万能“草哥”不愧是你！#令人心动的offer#花絮：全能李晋晔成小伙伴们的“百事通” ,,,2021-01-12,企鹅妹的iPhone客户端,11,1,1,,李晋晔猫子
4592462063210978,JCNmmdtjY,杨超越超话 @杨超越 早安~今天也要心情美丽呀！ ,,,2021-01-12,企鹅妹的iPhone客户端,141,54,6,,杨超越
4592306122130777,JCJiQ8Wjn,徐艺洋超话  @徐艺洋-Yiyang 遗憾就像漫天飞舞的飘雪为你日夜堆叠晚安徐艺洋《会不会再见》，少女成长心事勇敢发光 ,,,2021-01-11,企鹅妹的iPhone客户端,57,17,4,,徐艺洋-Yiyang
4592303698090963,JCJeVxWPp,“段奥娟和我谁更重要？”@杨超越 在#Beauty小姐# 对@Yamy_郭颖 发出灵魂质问，在得到的不是想要的答案之后，超越妹妹开启了耳边风煽风点火模式，#杨超越吃醋Yamy段奥娟的样子# 像极了吃闺蜜醋的我柠檬精上身→杨超越吃醋Yamy段奥娟的样子太可爱 ,,,2021-01-11,企鹅妹的iPhone客户端,553,124,112,"Beauty小姐,杨超越吃醋Yamy段奥娟的样子","杨超越,Yamy_郭颖"
4592302612551293,JCJdbaHHT,#管栎和粉丝视频电话##管栎0116生日快乐#  @管栎YUE 首张个人实体专辑视频签售，被粉丝土味情话笑死了～前面很认真地听很担心，后面反转结局哈哈哈哈哈哈哈哈哈哈哈表情收不住了 腾讯综艺的微博视频 ,,,2021-01-11,管栎超话,399,169,144,"管栎和粉丝视频电话,管栎0116生日快乐",管栎YUE
4592274086039303,JCItapl67,#Beauty小姐# 第三季第9期正片上线啦好姐妹@Yamy_郭颖 Yamy 和@杨超越 现场打嘴仗超有趣，火箭少女101微信群大揭秘，没想到你们是这样的违规少女@费启鸣 试色绿色口红引爆笑，@吴昕 现场回应网友吐槽不会独立行走，戳正片看姐妹相爱相杀日常→第9期：Yamy杨超越互画眼妆，现场回怼恶评 ,,,2021-01-11,企鹅妹的iPhone客户端,22,5,1,Beauty小姐,"Yamy_郭颖,杨超越,费启鸣,吴昕"
4592272723153366,JCIqYdekK,“木兰不用尚书郎，愿驰千里足，送儿还故乡。” #邻家诗话# 第二季第四期惊喜开播！茶席以备，和@多琴方锦龙 @孙茜 @于赓哲 @郝若琦  @邻家牛魔 一起来邻家看巾帼英雄花木兰代父从军和辞官回乡的不寻常经历！@邻家诗话第4期：孙茜郝若琦唱跳《木兰辞》 ,,,2021-01-11,企鹅妹的iPhone客户端,7,4,0,邻家诗话,"多琴方锦龙,孙茜,于赓哲,郝若琦,邻家牛魔,邻家诗话"
4592221301774156,JCH627rxq,#Beauty小姐# 秒变时装大片拍摄现场#杨超越Yamy钢丝球保鲜膜大片# 钢丝球、保鲜膜也可以轻松拍摄氛围感大片~@杨超越 建模脸自带时尚表现力，镜头直怼完全没在怕的@Yamy_郭颖 也是技术在线，随手一拍就是大片！Yamy杨超越用钢丝球保鲜膜拍出大片 ,,,2021-01-11,企鹅妹的iPhone客户端,103,21,8,"Beauty小姐,杨超越Yamy钢丝球保鲜膜大片","杨超越,Yamy_郭颖"
4592208046469208,JCGKEr8W4,#管栎静水流深大片#管栎超话 @管栎YUE 湿发大片眼神中透着坚定与从容，释放无限魅力！ 太有感觉了 ,,,2021-01-11,管栎超话,217,74,54,管栎静水流深大片,管栎YUE
4592196437942531,JCGrVxkdl,#姚琛的歌单是本书#又是@R1SE-姚琛 被自己帅到的一天，看自己的MV也会失语快来看斧头帮琛哥和电影里的白马王子#姚琛[超话]# 小老弟【小琛哥的观察日记】腾讯视频账号更新啦更多内容戳链接看啦姚琛《不屑·NEVERMIND》MV REACTION ,,,2021-01-11,姚琛超话,292,50,22,姚琛的歌单是本书,R1SE-姚琛
4592188492884521,JCGf7c6ox,#言情小说成真了##平行时空遇见你# 花絮🈶️言情小说成真了！杨超越侯明昊婚纱戏幕后好甜 ,,,2021-01-11,企鹅妹的iPhone客户端,39,13,6,"言情小说成真了,平行时空遇见你",
4592175546108566,JCFUepD7g,#天赐的声音第二季# 音乐合伙人@陶喆 深情献唱《奔跑》，这是要和@胡海泉 合作吗？4天后，1月15日晚（本周五）#来腾讯视频看天赐的声音#第二季，一起揭晓大家的天赐搭档吧！陶喆邀你来看《天赐的声音2》 ,,,2021-01-11,企鹅妹的iPhone客户端,4,5,0,"天赐的声音第二季,来腾讯视频看天赐的声音","陶喆,胡海泉"
4592156691923357,JCFpP84lT,#创4学员上岛打包vlog# @腾讯视频创造营2021 这只鹅检测到了海岛信号变化！#创造营#2021前方有学员出没，请注意观察 ,,,2021-01-11,企鹅妹的iPhone客户端,6330,456,19,"创4学员上岛打包vlog,创造营",腾讯视频创造营2021
4592156096071792,JCFoRpty8,“唧唧复唧唧，木兰当户织……”相信大家对这首诗歌一点都不会陌生吧，但是你知道花z到底是姓什么吗？锁定今晚8点@邻家诗话  第二季第四期，让@多琴方锦龙 @孙茜 @于赓哲 @郝若琦  @邻家牛魔 向你娓娓道来！同时在本期节目中，还有@殿前司-胖虎 帅气的中国甲和欣赏传统经典豫剧《谁说女子不如男》等更多惊喜等着你哦！#邻家诗话#第4期预告：孙茜演唱《木兰辞》郝若琦伴舞,,,2021-01-11,企鹅妹的iPhone客户端,3,2,2,邻家诗话,"多琴方锦龙,孙茜,于赓哲,郝若琦,邻家牛魔,殿前司-胖虎"
4592150291678601,JCFfv72Gd,#翟潇闻开儿童车#抓到一只高萌少年@R1SE-翟潇闻 坐在儿童车里的小翟大长腿无处安放翟潇闻超话 腾讯综艺的微博视频 ,,,2021-01-11,翟潇闻超话,2386,155,65,翟潇闻开儿童车,R1SE-翟潇闻
4592142087885178,JCF2gx5ii,#姚琛的歌单是本书#鹅以为的@R1SE-姚琛 的歌单：炸裂场子点燃氛围只要最嗨！！！！实际上姚琛的歌单：“让自己的心柔软起来...收获幸福的方法～”第一疑惑：姚琛的歌单竟然是本书？ #姚琛[超话]# 腾讯综艺的微博视频 ,,,2021-01-11,姚琛超话,3430,1001,543,姚琛的歌单是本书,R1SE-姚琛
4591907168332643,JCyVmyXHt,#鹅外惊喜# MC@刘谦 @万籽麟 @张CC在追梦 带来歌舞《老板去哪儿》这个不协调的调调咋回事儿？《鹅外惊喜》直播戳网页链接开场《老板去哪儿》大跑调啦！ ,,,2021-01-10,企鹅妹的iPhone客户端,2,1,0,鹅外惊喜,"刘谦,万籽麟,张CC在追梦"
4591904693693259,JCyRnfuMH,#蔡徐坤年度男明星商业价值榜第一# @蔡徐坤 获2020#腾讯娱乐白皮书# 商业价值榜男明星TOP1、年度男明星影响力TOP3、单曲《情人》占据2020新曲热度TOP3、2020年的两档常驻综艺节目入榜国产综艺热度前十！坤坤的音乐和舞台创作实力更是可见一斑，期待坤坤在2021年的新惊喜 ,,,2021-01-10,蔡徐坤超话,9558,1739,1729,"蔡徐坤年度男明星商业价值榜第一,腾讯娱乐白皮书",蔡徐坤
4591891973145807,JCywRdcmP,#容祖儿粉色荷叶边长裙# @容祖儿 荣获“年度女歌手”，同时也是2020#腾讯娱乐白皮书#热度第一女歌手，身穿粉色荷叶边长裙搭配黑色蝴蝶结亮相活动，气质满分💯祖儿现场表示希望用音乐与大家相伴，能够用音乐鼓励更多人！ ,,,2021-01-10,企鹅妹的iPhone客户端,65,8,1,"容祖儿粉色荷叶边长裙,腾讯娱乐白皮书",容祖儿
4591890395570904,JCyujnnfi,#宝藏般的乡村# 宝乡内测员@Host华少 @THE9-孔雪儿 @熊梓淇 @尤长靖 @_董大力 @林杰妮 今日正式上岗！宝藏团将会在智慧乡村——洞下槽村，遇到怎样的宝藏呢？今晚21：10，锁定腾讯视频一起期待吧[给你小心心]  ,,,2021-01-10,企鹅妹的iPhone客户端,3839,167,55,宝藏般的乡村,"Host华少,THE9-孔雪儿,熊梓淇,尤长靖,_董大力,林杰妮"
4591880753121923,JCyeLd69B,#硬糖少女获年度团体#祝贺@硬糖少女303 获得2020腾讯娱乐白皮书年度盛典年度团体的荣誉！希望妹妹们把这份荣誉转化为前行的动力，继续呈现优秀的舞台和作品，女孩们勇敢向前冲吧！ ,,,2021-01-10,硬糖少女303超话,9003,429,75,硬糖少女获年度团体,硬糖少女303
4591861072930133,JCxJ1cigd,#华晨宇年度男歌手#@华晨宇yu 经典黑白配色全新造型，今天也是酷帅少年啦！恭喜荣获腾讯娱乐白皮书年度男歌手，期待未来更加星光熠熠！ ,,,2021-01-10,华晨宇超话,10068,3161,6409,华晨宇年度男歌手,华晨宇yu
4591844971251641,JCxj35fBL,#令人心动的offer#当加油团组织凹佛“庆功会”，两两一组表演节目，大家会如何选择呢？鬼马少女@硬糖少女303-希林娜依高 向还没合作过的@卡布叻_周深 发出在线组队的邀请，撒老师霸气放话“不希望别人把我当作凑合的对象”，谁知下一秒深深就机智回应：那我除了撒老师都可以”，瞬间引发全场爆笑。这波欢乐互怼简直来得猝不及防！欢乐怼撒局→撒老师气得嘴都起皮了  ,,,2021-01-10,企鹅妹的iPhone客户端,351,51,6,令人心动的offer,"硬糖少女303-希林娜依高,卡布叻_周深"
4591789615089819,JCvRLlm5R,#奔跑吧#收官期的会员版！这期跑男团交换新年礼物，又感人又出乎意料~陈学冬送秋裤？沙溢拿安吉礼物瞬间泪崩，来看《奔跑吧·黄河篇 粉丝悠享版》戳链接➡️悠享版第6期：跑男团换礼物笑点多，baby送了这 ,,,2021-01-10,企鹅妹的iPhone客户端,18,11,1,奔跑吧,
4591745415777636,JCuItof1G,#王彦霖李一桐牙膏吻##平行时空遇见你# 千呼万唤始出来！@人气女团预备役李一桐 酒后撒疯，@五星大厨预备役王彦霖 悉心照顾桐桐子吐牙膏沫的样子太可爱啦！王哥的一句“我喜欢你”，让氛围迅速升温！初吻的味道就是坠甜的！李一桐王彦霖偶像剧ep03：牙膏初吻甜甜蜜蜜 ,,,2021-01-10,企鹅妹的iPhone客户端,37,14,5,"王彦霖李一桐牙膏吻,平行时空遇见你","人气女团预备役李一桐,五星大厨预备役王彦霖"
4591735390344359,JCusj1rAb,王源超话 @TFBOYS-王源 早安！周末出门前记得检查一下发型有没有乱噢~ ,,,2021-01-10,王源超话,555,243,231,,TFBOYS-王源
4591601990514480,JCqZ929Q4,#小沈阳说不再演小品了##我就是演员#中@小沈阳 谈到是否还会回去演小品时，说“小品我放弃了，因为研究不出来好的包袱了。小沈阳袒露上节目心声，回应放弃小品原因 ,,,2021-01-09,企鹅妹的iPhone客户端,33,14,3,"小沈阳说不再演小品了,我就是演员",小沈阳
4591588377110702,JCqDbtPOK,#刘也 小丑竟是我自己#@R1SE-刘也 惩罚环节扎气球，自信插完所有棍子后气球没爆，结果调皮一戳气球直接爆炸前边有多自信后边有多搞笑，也哥os：只要我自己不动手，谁也别想罚着我，小丑竟然是我自己？星座爱搞杀xR1SE刘也：东北小孩舔电线杆子指南大公开！ ,,,2021-01-09,刘也超话,1678,284,309,刘也 小丑竟是我自己,R1SE-刘也
