id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4592977801904387,JD0Mc7ZpV,#CBA联赛# 【模仿帝还原詹姆斯庆祝】三分出手后直接转身庆祝，替补席欢呼三分命中，这熟悉的装X画面这次主角竟是詹皇！@模仿帝陈挑战 实力演绎还原细节，快来看看吧！詹姆斯竟然也装X了！中国模仿帝还原詹姆斯不看筐3分球 太有内味了 ,,,2021-01-13,微博 weibo.com,3,0,0,CBA联赛,模仿帝陈挑战
4592965542478103,JD0sqaoFp,#CBA联赛# 【胡明轩一战创两生涯新高】在对阵四川一战中，@胡明轩_ 全场比赛11投5中砍下15分10篮板3助攻，其中10个篮板中有7个进攻篮板，总篮板和前场篮板两项数据均创下了生涯新高，祝贺小胡！ ,,,2021-01-13,微博 weibo.com,255,19,18,CBA联赛,胡明轩_
4592959268065601,JD0iixQel,#CBA联赛# 【广东下半场净胜29分擒四川】此役两队上半场战况胶着，广东第三节发力单节火力全开净胜19分完成逆转，末节乘胜追击提高防守强度，下半场合计净胜多达29分，最终广东以114-88战胜四川取得两连胜。任骏飞砍下25分6篮板，马尚22分6篮板，赵睿18分2篮板3助攻，胡明轩15分10篮板3助攻，徐杰11分4助攻；四川方面李原宇14分4篮板5助攻，亨特12分7篮板3助攻，苏若禹12分6篮板。,,,2021-01-13,微博 weibo.com,51,4,2,CBA联赛,
4592943984019015,JCZTEgRwP,#CBA联赛# 卑微小胡解锁成就：半场挨骂两次胡明轩超话 ,,,2021-01-13,微博 weibo.com,132,13,3,CBA联赛,
4592942049926804,JCZQwFEpK,#CBA联赛# 【亨特12+7+2四川半场领先广东】此役广东多将轮休，而四川方面哈达迪朱松玮也缺阵，广东开场就进攻端内外开花，一度建立两位数领先，但四川后来居上，中场结束前连续杀伤内线完成逆转，半场以51-48领先广东。亨特砍下12分7篮板2助攻，韩硕9分1篮板3助攻，袁振梁10分6篮板，苏若禹8分4篮板；广东方面马尚16分5篮板，任骏飞11分2篮板，赵睿10分2篮板2助攻，胡明轩3分3篮板。,,,2021-01-13,微博 weibo.com,10,1,0,CBA联赛,
4592923490648581,JCZmB2IIZ,#CBA联赛# @CBA广东宏远官方微博 与@四川金强蓝鲸篮球俱乐部官方微博 的比赛将于15：30开打，两队大名单已经出炉。广东周鹏、杜润旺、王薪凯轮休，四川哈达迪缺阵。 ,,,2021-01-13,微博 weibo.com,17,7,1,CBA联赛,"CBA广东宏远官方微博,四川金强蓝鲸篮球俱乐部官方微博"
4592917530021783,JCZcZ05Fl,#CBA联赛# 【拉杜利察轰CBA生涯首个三双】1月13日@浙江广厦男篮 139-101击败福建男篮，赛季四次交手全部击败福建队，广厦外援拉杜利察砍下30分13个篮板11次助攻居功至伟。作为塞尔维亚国家队的中锋拉杜利察拥有出色的得分能力，是如今CBA比较突出的内线大外援，加上与胡金秋既可以拆分使用又可以一起搭档，虽然浙江广厦整体战绩在孙铭徽受伤后有过一段时间严重下滑，但是拉杜利察的能力从来没有受到质疑...30分13篮板11助攻，广厦外援打爆福建内线，豪取三双赛季四杀对手了解更多详情，手机打开腾讯体育APP，搜索“秀才侃体育”，关注腾讯体育号优质作者,,,2021-01-13,微博 weibo.com,9,0,0,CBA联赛,浙江广厦男篮
4592913792899473,JCZ6XcahH,#CBA联赛# 【广厦139-101福建】广厦一上来进攻状态火热，首节便轰下41分，防守上更是让福建两次长时间不得分，让比赛早早失去了悬念，最终38分大胜福建。广厦拉杜利察30分13篮板11助攻，胡金秋26分，冯欣18分9助攻。福建尼克尔森33分，高登29分，陈林坚16分5篮板。 ,,,2021-01-13,微博 weibo.com,5,0,0,CBA联赛,
4592898782266054,JCYIK9vvg,#CBA联赛# 【半场福建48-71广厦】福建开场进入状态慢热，长时间不得分，广厦抓住机会确立领先。第一节中段福建再次陷入得分荒，广厦一度将比分差距拉开至29分。福建高登20分，尼克尔森10分，陈林坚9分3篮板。广厦拉杜利察19分8篮板，胡金秋14分，冯欣12分6助攻。 ,,,2021-01-13,微博 weibo.com,1,2,0,CBA联赛,
4592875902342194,JCY7Q9Pjk,#CBA联赛# @浙江广厦男篮 与@福建浔兴SBS男篮 的比赛将于12：30开打，本场大名单已经出炉，其中王哲林和孙铭徽继续缺阵。 ,,,2021-01-13,微博 weibo.com,4,2,0,CBA联赛,"浙江广厦男篮,福建浔兴SBS男篮"
4592865948996925,JCXRMBKvH,#CBA联赛# 【用身体冲撞出一片天 100kg的贺希宁硬核成长】继对阵广州砍下个人生涯新高的单场34分后，贺希宁挑战浙江又抢下生涯新高的12个篮板，生涯第一次两双，只可惜未能帮助深圳赢球，时隔6个赛季达成的八连胜戛然而止。八连胜期间，贺希宁场均出场36.9分钟，场均15分4篮板4.1助攻2.3抢断0.5盖帽，命中率46.8％，状态神勇。23岁的年轻人在18年夏天回到深圳，从2018年11月2日对阵新疆开始，直至今日，保持全勤，他也是深圳本赛季仅有的两位全勤球员之一。硬核成长，贺希宁的CBA之路便是如此...100KG的贺希宁，“CBA多尔特”硬核生长了解更多详情，手机打开腾讯体育APP，搜索“木七的窝”，关注腾讯体育号优质作者,,,2021-01-13,微博 weibo.com,12,5,2,CBA联赛,
4592852804308007,JCXwAi4HZ,#CBA联赛# 【吉布森伤情在逐渐好转】据最新报道，此前缺阵两场比赛的北京小外援吉布森已于1月11日进行了力量训练，经过几天的调整与恢复，吉布森的身体情况正在慢慢好转。北京将于明天（1月14日）对阵浙江，而由于主教练解立彬被停赛四场，此后四场比赛便由外籍助理教练乔里欧将临场指挥。 ,,,2021-01-13,微博 weibo.com,7,2,1,CBA联赛,
4592834570625621,JCX3b2CKF,#CBA联赛# 靠的就是以假乱真迷惑双眼，你最pick谁的过人好戏呢？ ,,,2021-01-13,微博 weibo.com,12,5,0,CBA联赛,
4592816266940278,JCWzEt7tY,#CBA联赛# 【CBA名帅为裁判团队授课】近期裁判在CBA赛场争议满满，成为联赛中的绝对焦点，因此联盟为了加强裁判与主教练之间的沟通，特意安排@南京同曦大圣篮球俱乐部 主帅贝西诺维奇作为讲师，为CBA裁判上了一课，几位CBA名哨也在“课后”表示受益匪浅。（视频via@央视网体育 ）央视网体育的微博视频 ,,,2021-01-13,微博 weibo.com,47,13,2,CBA联赛,"南京同曦大圣篮球俱乐部,央视网体育"
4592802908603600,JCWe6A6bK,#CBA联赛# 早安超话 你有你自己要去的远方，风雨兼程披星戴月。早安，朋友们！ ,,,2021-01-13,微博 weibo.com,26,1,1,CBA联赛,
4592683852768658,JCT85bCfM,#CBA联赛# 晚安超话 跨越山海，见证理想，未来的你会感谢现在努力的自己！晚安啦各位 ,,,2021-01-12,CBA联赛超话,78,3,0,CBA联赛,
4592673862459805,JCSRYajUh,#CBA联赛# 【吉林男篮不应该只当“巨人杀手”】吉林以92-105输给马布里挂帅的北控男篮，五连胜被终结，“巨人杀手”要想冲进第一集团还需更加稳定的发挥。近几个赛季接连战胜辽宁、广东等强队，让吉林被誉为“巨人杀手”。而琼斯无疑是吉林最倚仗的强点，然而当他像今天这样被限制住时，吉林在攻守两端便被压制了。在琼斯被限制，几名本土箭头也发挥不佳时，吉林需要更多的人站出来，唯有如此，东北虎才能成为一支真正的强队[加油]五连胜被终结非坏事 吉林男篮不应该只当“巨人杀手”了解更多详情，手机打开腾讯体育APP，搜索“铁王”，关注腾讯体育号优质作者,,,2021-01-12,微博 weibo.com,17,3,0,CBA联赛,
4592662202820139,JCSzabPE7,#CBA联赛# 【约瑟夫-杨33+11 北控105-92胜吉林终结对手5连胜】本场比赛北控在上半场建立了7分的领先优势，第三节他们继续加大防守强度逼迫吉林队多次进攻无果从而打出快速反击将分差进一步扩大，第四节吉林队在姜宇星和崔晋铭等人的带领下试图将分差缩小，但是比分始终维持在12分左右，北控最终拿下比赛。约瑟夫-杨33分5篮板11助攻，俞长栋21分18篮板，王少杰12分8篮板，张帆11分；吉林方面琼斯26分12篮板，姜宇星16分9篮板，崔晋铭12分6篮板，丁皓然11分。CBA-吉林不敌北控5连胜遭终结 俞长栋21+18琼斯三分7中0,,,2021-01-12,微博 weibo.com,20,2,1,CBA联赛,
4592660058738107,JCSvHAFbd,【NBL-安徽文一力克广西威壮拿下总决赛赛点】北京时间1月12日，NBL联赛2020赛季总决赛G1开打，安徽对阵广西。比赛开局双方均上高强度防守，首节20-19，安徽领先。次节广西掀起三分狂潮单节净胜9分反超比分。下半场安徽重整旗鼓，提升防守将比分迫近，末节关键时刻凭借着杨文博终场前12秒的制胜三分，最终安徽以92-86险胜广西，总决赛先下一城。NBL总决赛安徽力克广西夺赛点 江凯16+6杨文博22+9本次总决赛采取3战2胜制，本场取胜的安徽文一已经拿下了赛点。双方首发：安徽：杨文博、杨越、李林、李祥波、李雪松广西：尹天任、李明皓、高钰翔、寸守伟、冯淇下场比赛时间：1月14日晚19点30分（周四）,,,2021-01-12,微博 weibo.com,4,9,0,,
4592659383980330,JCSuCgHsS,#CBA联赛# 【莫兰德30+9 山西111-106险胜江苏】本场比赛双方上半场打得较为胶着，第三节山西队在张宁和刘冠岑的带领下利用外线投射建立了7分的领先优势，第四节江苏黄荣奇和威尔斯接连杀伤内线取分将双方分差抹平。最后时刻，刘冠岑突破打成2+1帮助山西拿下胜利。莫兰德30分9篮板，刘冠岑18分5篮板，原帅18分3篮板，张宁12分；江苏方面威尔斯28分14篮板8助攻，吴冠希21分11篮板，郑祺龙20分，黄荣奇18分，刘宇轩11分。莫兰德30+9山西力克江苏 威尔斯28+14+8原帅18分,,,2021-01-12,微博 weibo.com,7,1,1,CBA联赛,
4592646142824761,JCS9gbQQF,#CBA联赛# 【约瑟夫-杨16+7 北控半场51-44领先吉林】本场比赛北控队率先进入状态，在老将孙悦的串联下他们首节末段打出一波小高潮建立领先优势，之后吉林队崔晋铭和丁皓然接连在三分线外发炮帮助吉林将分差逐渐缩小。约瑟夫-杨帮助北控稳住局势。约瑟夫-杨16分7助攻，李根8分，俞长栋7分10篮板；吉林方面琼斯12分4篮板，丁皓然11分，崔晋铭9分。,,,2021-01-12,微博 weibo.com,7,1,1,CBA联赛,
4592641322528647,JCS1uaBOD,#CBA联赛# 【吴冠希16+7 江苏半场55-52领先山西】本场比赛双方开局打得较为胶着，比分交替领先。第二节山西队在莫兰德和原帅的内外呼应下建立了两位数领先优势，之后郑祺龙里突外投连砍5分带领球队将比分反超。吴冠希16分7篮板，威尔斯14分9篮板，郑祺龙9分；山西方面原帅14分，莫兰德13分7篮板，刘冠岑8分3篮板。,,,2021-01-12,微博 weibo.com,0,2,0,CBA联赛,
4592640983567029,JCS0WeXWJ,#CBA联赛# @黄荣奇 的这记压哨三分有点帅哦 ,,,2021-01-12,微博 weibo.com,7,4,0,CBA联赛,黄荣奇
4592624218937629,JCRzTBv5j,正视频直播NBL总决赛广西威壮VS安徽文一，快来直播间一起观看直播吧！扫一扫下载 腾讯体育APP ,,,2021-01-12,微博 weibo.com,4,1,0,,
4592616672856191,JCRnJbZ1B,#CBA联赛# #中国模仿帝# @模仿帝陈挑战 最新作品来啦！带大家回顾今天开拓者猛龙一战神仙打架和绝杀一个都不能少另外今天的“瓜”保甜更新最快的一次！中国模仿帝还原开拓者准绝杀猛龙 安东尼太甜了 ,,,2021-01-12,微博 weibo.com,4,0,1,"CBA联赛,中国模仿帝",模仿帝陈挑战
4592604350251517,JCR3R13qJ,#CBA联赛# 【理性讨论：浙江队本土球员在联盟中排第几？】@浙江稠州篮球俱乐部 和深圳的比赛刚刚结束，浙江以109-95战胜深圳终结对手8连胜。全场比赛浙江队本土球员共有4人得分上双，发挥最为出色的朱旭航正负值达到了+19。本场比赛充分体现出了浙江队本土球员的实力。那么大家认为浙江队的本土球员在联盟中能排第几呢？ 浙江队本土球员在联盟中排第几？,,,2021-01-12,微博 weibo.com,463,6,3,CBA联赛,浙江稠州篮球俱乐部
4592598357120712,JCQUbtSqc,#CBA联赛#  #深圳八连胜被终结#【朱旭航21+12 浙江109-95力克深圳终结对手8连胜】本场比赛浙江队凭借着开局的出色发挥在半场建立了一定的领先优势，之后深圳队第三节在布克和贺希宁的带领下曾将分差缩小到仅剩3分。第四节吴前和朱旭航再次找到手感接连三分射中帮助浙江再次将分差扩大到两位数，并将优势保持到比赛结束。朱旭航21分12篮板，兰兹博格18分6篮板，程帅澎18分6助攻，吴前13分5助攻，王奕博10分。深圳方面布克34分，贺希宁19分12篮板，沈梓捷13分12篮板，伯顿10分。,,,2021-01-12,微博 weibo.com,1,0,0,"CBA联赛,深圳八连胜被终结",
4592590248742058,JCQH6AGcW,#CBA联赛# #沈梓捷眼睛被打# 深圳和浙江的比赛进行到第三节，浙江队外援拉科塞维奇在拼抢时打到了沈梓捷眼部，裁判经过录像回放后吹罚拉科塞维奇违体犯规，目前沈梓捷已经被替换下场。 ,,,2021-01-12,微博 weibo.com,6,0,0,"CBA联赛,沈梓捷眼睛被打",
4592580446391145,JCQriqOCZ,#CBA联赛# 【程帅澎14分 浙江半场55-42领先深圳】本场比赛浙江队率先进入状态，程帅澎和朱旭航接连三分射中帮助浙江队打出了25-7的完美开局。之后深圳队加强防守强度并主攻沈梓捷的内线强点，将分差缩小到12分左右。程帅澎14分，兰兹博格14分6篮板，朱旭航8分6篮板，吴前手感不佳得到2分。深圳方面布克14分，沈梓捷10分7篮板。,,,2021-01-12,微博 weibo.com,4,0,0,CBA联赛,
4592577955764658,JCQnhobEm,#CBA联赛# 深圳和浙江的比赛进行到第二节，深圳队外援伯顿在进攻中疑似肘击到浙江队程帅澎脸部，裁判观看录像后吹罚伯顿违体犯规，并且取消了深圳队进攻中得到的2分。 ,,,2021-01-12,微博 weibo.com,5,7,0,CBA联赛,
4592567796891966,JCQ6TsUUK,#CBA联赛# 【曝北京队将由助教乔里欧执教之后四场比赛】据相关媒体透露，在北京队主帅解立彬被禁赛的之后4场比赛中，助教乔里欧将进行临场执教。据悉，乔里欧与解立彬也做了充分沟通，他也会延续此前的执教的思路与计划。 ,,,2021-01-12,微博 weibo.com,19,3,1,CBA联赛,
4592559965612678,JCPUgny74,#CBA联赛# #辽宁vs山东# 【荣膺月度MVP！迎生涯里程碑！这赛季他不想只是甘当绿叶 】2020-21赛季CBA联赛常规赛第29轮开打，辽宁以117-105击败山东，迎来4连胜。此役，辽宁后卫@赵继伟PG 出战32分钟，拿下21分2篮板4助攻4抢断。值得一提的是，赵继伟职业生涯总助攻数达到了918个，完成了对前国家队主控陈江华（917个）的超越。并且在比赛开始前CBA公司专门为赵继伟颁奖，他荣膺官方评出的第二期月度最有价值国内球员...荣膺月度MVP迎生涯里程碑！这赛季他不想只是甘当绿叶了解更多详情，手机打开腾讯体育APP，搜索“老猎人聊球”，关注腾讯体育号优质作者#赵继伟获月度最佳球员#,,,2021-01-12,微博 weibo.com,49,12,2,"CBA联赛,辽宁vs山东,赵继伟获月度最佳球员",赵继伟PG
4592552063538034,JCPHweQp4,#CBA联赛# #辽宁vs山东# 【郭艾伦26+4+9 辽宁战胜山东迎4连胜】本场比赛山东男篮在上半场给辽宁造成不小的麻烦，但是下半场随着辽宁防守强度的提升，对重点球员的贴身防守让山东男篮再次陷入得分荒，最终辽宁以117-105战胜山东。辽宁方面郭艾伦26分9助攻，赵继伟21分，梅奥20分；山东方面哈德森24分6篮板，陈培东19分，高诗岩10分7助攻。#赵继伟获月度最佳球员#,,,2021-01-12,微博 weibo.com,44,8,1,"CBA联赛,辽宁vs山东,赵继伟获月度最佳球员",
4592543646359335,JCPtWqGlV,#CBA联赛# 【辽宁双子星包揽近两个月的月度最佳球员】在#辽宁vs山东# 赛前，辽宁后卫@赵继伟PG 领取了月度最佳球员奖项，而上个月获得该奖项的正是他的后场搭档@郭艾伦 ，不愧是辽篮的双子星，永远的必杀器 ,,,2021-01-12,微博 weibo.com,878,93,56,"CBA联赛,辽宁vs山东","赵继伟PG,郭艾伦"
4592542279272349,JCPrJCUa1,#CBA联赛# #张镇麟暴扣# 场均一个扣篮@zzlkevin ，这画面看多少次都不腻 ,,,2021-01-12,微博 weibo.com,31,2,0,"CBA联赛,张镇麟暴扣",zzlkevin
4592539691386750,JCPnz5OKW,#CBA联赛# 陶汉林@老天爱的笨小孩 单打@韩德君五五 将球打进并造成后者犯规，山东替补席沸腾了 ,,,2021-01-12,微博 weibo.com,24,7,2,CBA联赛,"老天爱的笨小孩,韩德君五五"
4592534825206173,JCPfIlQmx,#CBA联赛# 【郭艾伦半场12分 辽宁48-48山东】本场比赛双方迅速进入状态，辽宁队首节凭借火热手感单节净胜山东13分，来到第二节山东男篮找回自己熟悉的攻防节奏，努力迫近比分，半场结束辽宁48-48山东。辽宁方面郭艾伦12分，赵继伟9分，张镇麟8分；山东方面刘毅11分，陈培东9分，陶汉林7分。 ,,,2021-01-12,微博 weibo.com,10,2,0,CBA联赛,
4592531541066743,JCPaq4tvx,#CBA联赛# 想看的画面来了！@郭艾伦 迎着防守尖兵@高诗岩_ 的封盖命中一记三分。 ,,,2021-01-12,微博 weibo.com,79,2,4,CBA联赛,"郭艾伦,高诗岩_"
4592530475713120,JCP8HnYf6,#CBA联赛# 【陈盈骏21+8+12 广州大胜青岛】本场比赛上半场双方打得不相上下，但是下半场青岛男篮进攻端断电，广州趁机扩大比分并将领先优势保持到比赛结束，最终广州以114-94大胜青岛，青岛遭遇7连败。青岛方面约翰逊22分，亚当斯18分，张骋宇16分；广州方面陈盈骏21分8篮板12助攻，摩尔21分，郭凯16分13篮板。,,,2021-01-12,微博 weibo.com,12,0,1,CBA联赛,
4592526869403796,JCP2SDsm8,#CBA联赛#  【#赵继伟获月度最佳球员# 】在#辽宁vs山东# 赛前，辽宁后卫@赵继伟PG 领取了月度最佳球员奖项，这也是他职业生涯首次获得该奖项，恭喜继伟！ ,,,2021-01-12,微博 weibo.com,176,34,12,"CBA联赛,赵继伟获月度最佳球员,辽宁vs山东",赵继伟PG
4592517263134999,JCONod9yv,#CBA联赛# #辽宁vs山东# 【球队出场大名单】北京时间1月12日12:30，辽宁@辽宁沈阳三生飞豹篮球俱乐部 VS山东@山东西王篮球俱乐部官微 的精彩比赛马上开始，两支球队本场大名单已确定！期待双方球员精彩的表现！  ,,,2021-01-12,微博 weibo.com,8,2,0,"CBA联赛,辽宁vs山东","辽宁沈阳三生飞豹篮球俱乐部,山东西王篮球俱乐部官微"
4592513748832189,JCOHIB3EF,#CBA联赛# 【亚当斯半场10分 青岛暂时落后广州】本场比赛双方打得非常胶着，每当青岛男篮有起势的瞬间，广州队都能依靠一波进攻小高潮咬住比分，半场结束青岛48-51广州。青岛方面亚当斯10分，约翰逊9分，刘传兴5分；广州方面摩尔17分，陈盈骏12分，祝铭震5分5篮板。 ,,,2021-01-12,微博 weibo.com,7,0,0,CBA联赛,
4592493721556528,JCObq6wVi,#CBA联赛# #青岛vs广州# 【球队出场大名单】北京时间1月12日11:00，青岛@青岛国信海天篮球俱乐部 VS广州@龙狮篮球俱乐部 的精彩比赛马上开始，来看下两支球队本场比赛出场大名单吧！期待球员们的精彩表现 ,,,2021-01-12,微博 weibo.com,2,2,0,"CBA联赛,青岛vs广州","青岛国信海天篮球俱乐部,龙狮篮球俱乐部"
4592486918128808,JCO0ry6FO,#CBA联赛# #北京男篮罚单# 【解读CBA京深战闹剧罚单！那些提到的处罚依据具体都是什么？】经过了一天的争吵与谩骂之后，北京与深圳最后时候闹剧的处罚结果在11日晚出炉了。罚单的主要内容包括：1.翟晓川通报批评，罚款3万；2.北京队主教练解立彬通报批评、停赛4场，并罚款2万元；3.北京队损坏休息室内公共饮水机，给通报批评、核减俱乐部联赛经费1万，对损坏的公共饮水机照价赔偿。很多人看到这个罚单，都觉得这太轻了，全国直播的比赛，最后发展成闹剧，因此对这个罚单的程度很不满意。那么我们来看下，罚单中提到的《纪律准则》的依据都是什么？【翟晓川】违规内容：持续大声质疑裁判员判罚。处罚依据：根据2020-2021赛季《中国男子篮球职业联赛纪律准则》（以下简称“《纪律准则》”）第二章第二十四条第一款之规定。规定内容：“对运动员、教练组成员、裁判员、技术代表、俱乐部工作人员或观众 使用侮辱性语言”。处罚标准：对于第一次违规，处以通报批评，罚款2万至5万元；对于情节恶劣的，纪律部门有权并处追加停赛1场。#翟晓川被通报批评# 【解立彬】违规内容：质疑裁判员判罚，未对本队球员质疑裁判员行为进行制止，并且带领球队部分成员在未经裁判员允许的情况下离开比赛场地，干扰比赛正常进行。处罚依据：根根据《纪律准则》第四章第四十七条第一款之规定。规定内容：比赛期间，教练组成员若对以下行为采取怂恿、放任态度的-（一）对场上运动员不服从裁判员判罚和管理的行为。处罚标准：对于第一次违规，处以警告、罚款2万元。#解立彬被停赛4场# 【北京队】违规内容：北京队随队人员故意踢场边座椅，北京队球队休息室内公共饮水机发生人为损坏。处罚依据：根据《纪律准则》第二章第二十四条第四款之规定 。规定内容：损坏比赛场馆内的设施、器材或比赛期间（包括暂停、换人、中场休息）坐在记录台、场边LED广告机上等。处罚标准：对于第一次违规，处以通报批评，罚款2万至5万元；对于情节恶劣的，纪律部门有权并处追加停赛1场；在出现上述行为时，纪律部门有权对当事人所属俱乐部在相应罚金范围内核减联赛经费或罚款。帖子详情：腾讯体育,,,2021-01-12,微博 weibo.com,155,25,4,"CBA联赛,北京男篮罚单,翟晓川被通报批评,解立彬被停赛4场",
4592483293725270,JCNUBfD70,#CBA联赛# 【今日赛程】CBA联赛常规赛今日将进行第29轮的争夺，10支队伍5场比赛，期待球员们的精彩表现吧！ ,,,2021-01-12,微博 weibo.com,4,2,0,CBA联赛,
4592477820686843,JCNLM2SG7,#“威”冕之路# 【第13期-集体秀英文！】广东男篮外援威姆斯@SonnyW13 发布个人短视频节目--《“威”冕之路》第13期。本期节目，广东全队在威姆斯的带领下，集体上演英文秀。@赵睿rrrrrrr 迷之眼神，@胡明轩_ 高冷酷酷酷，@徐杰hll 教你广东话，看看谁是英语达人？！ @东亚超级联赛  #CBA联赛# #CBA真香# 第13期主贴：腾讯体育关注威姆斯在腾讯体育社区的个人腾讯体育号“索尼-威姆斯”，除了该节目首发，他会经常分享他的动态哟！关注方法：腾讯体育APP中搜索“索尼-威姆斯”，进入主页查看最新发布动态即可。,,,2021-01-12,微博 weibo.com,76,13,2,"“威”冕之路,CBA联赛,CBA真香","SonnyW13,赵睿rrrrrrr,胡明轩_,徐杰hll,东亚超级联赛"
