id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4585754334330990,JzYRriaGG,#我是雷雨后# 看刘恺威@刘恺威工作室 如何演绎周萍这个“渣男”雷雨·后cut3 周萍这个“渣男”正在直播中，点击链接马上观看🔗网页链接@央华戏剧 年度巨制连台大戏《雷雨》《雷雨·后》，曹禺先生之女著名剧作家万方老师@作家万方 作品《雷雨·后》正在@腾讯视频 独家直播中！ ,,,2020-12-24,微博 weibo.com,61,20,14,我是雷雨后,"刘恺威工作室,央华戏剧,作家万方,腾讯视频"
4585747937769174,JzYH7wB7g,圣诞快乐(*⌒∇⌒*)欢乐祥和的平安夜，不如随着音乐舞蹈一起度过鹅特地为大家准备了音乐礼盒🎵👇🏻Ding~您的包裹已送达🎁Ding！圣诞老人的惊喜音乐盒已发货！ ,,,2020-12-24,iPhone客户端,3,0,0,,
4585691851523908,JzXeF6ora,刘恺威@刘恺威工作室 领衔主演，@央华戏剧 年度巨制的连台大戏《雷雨》《雷雨·后》正在@腾讯视频 独家直播，点击马上观看🔗网页链接 ,,,2020-12-24,微博 weibo.com,28,12,6,,"刘恺威工作室,央华戏剧,腾讯视频"
4585423294694228,JzQfvjHbm,2020年实在太不平凡，病毒肆虐、生命凋零，人与人不得不保持社交距离，甚至自我隔离。大家的联系变少，独处和反思时间变多。艺术正是将人们联结起来的一种方式，也是这个脆弱时期，大家亟需的精神慰藉。今日，跟鹅一起，欣赏 #荷兰艺线# #荷兰文化# 的艺术家、艺术机构们呈现的精品展演内容，一起 致敬 即将过去的2020吧！@荷兰驻华大使馆 @荷兰在线中文网 👆🏻“荷兰艺线”第二弹 | 鹿特丹小交响乐团、荷兰国立博物馆......这里一键解锁！,,,2020-12-23,iPhone客户端,4,0,5,"荷兰艺线,荷兰文化","荷兰驻华大使馆,荷兰在线中文网"
4585275747468116,JzMpwvkNu,#我是雷雨后##艺术e在现场# 演员们都有哪些#冬季养生#小妙招？来听听@史可 老师爆料@何赛飞_ 老师的养生大法吧！由#刘恺威#饰演周萍、#何赛飞#饰演侍萍、#史可#饰演蘩漪（《雷雨·后》）的年度连台大戏《雷雨》《雷雨·后》即将于12月24日14:30在@腾讯视频  首次进行独家线上直播，快戳链接预约直播 网页链接，关注@腾讯艺术 加入戏剧粉丝群，看实力派演员们如何在线飙戏吧！ @腾讯视频VIP @央华戏剧 【艺术é在现场】x雷雨雷雨后：史可爆料何赛飞剧组养生大法,,,2020-12-23,iPhone客户端,0,0,0,"我是雷雨后,艺术e在现场,冬季养生,刘恺威,何赛飞,史可","史可,何赛飞_,腾讯艺术,腾讯视频VIP,央华戏剧"
4585000530610605,JzFfD2yQt,#我是雷雨后# #艺术e在现场# 艺术鹅探班话剧《雷雨》《雷雨·后》剧组，演员@孔维 即兴演绎蘩漪桥段，这场暴风雨前的压抑在她眉眼之间体现的淋漓尽致！由#刘恺威#饰演周萍、#孔维#饰演蘩漪（《雷雨》）的年度连台大戏《雷雨》《雷雨·后》即将于12月24日14:30在@腾讯视频 首次进行独家线上直播，快戳链接预约直播 网页链接，关注@腾讯艺术 加入戏剧粉丝群，看实力派演员们如何在线飙戏吧！ @腾讯视频VIP @央华戏剧 【艺术é在现场】x雷雨雷雨后：实力派演员飙演技 孔维演绎蘩漪经典台词,,,2020-12-22,微博 weibo.com,4,1,5,"我是雷雨后,艺术e在现场,刘恺威,孔维","孔维,腾讯视频,腾讯艺术,腾讯视频VIP,央华戏剧"
4584619267073284,JzvkGtG5e,#刘恺威##我是雷雨后# #艺术e在现场# 关于这个问题，刘恺威@刘恺威工作室 的回答竟然是——“是，爸爸！” 12月24日14:30锁定@腾讯视频，艺术鹅@腾讯艺术 邀你共享《雷雨》《雷雨·后》线上戏剧盛宴，看刘恺威饰演的周萍如何与蘩漪、四凤展开情感纠葛，看他作为演员打破表演经验边界，重新诠释经典重新诠释经典！快来评论区预约直播，@腾讯艺术 加入戏剧粉丝群吧～ @腾讯视频VIP @央华戏剧 【艺术é在现场】x雷雨雷雨后：刘恺威演绎周萍“是，爸爸！”,,,2020-12-21,微博 weibo.com,115,23,18,"刘恺威,我是雷雨后,艺术e在现场","刘恺威工作室,腾讯视频,腾讯艺术,腾讯艺术,腾讯视频VIP,央华戏剧"
4584501039077116,JzsfZC5n6,今日给大家带来鹿特丹小交响乐团的贝多芬《第九交响曲》！ 你可以听到最耳熟能详的《欢乐颂》哦~~鹿特丹小交响乐团（Sinfonia Rotterdam）是欧洲著名港口城市鹿特丹最引以为豪的室内交响乐团之一，以其独有的活力和灵动的表演闻名于欧洲，尤其擅长对古典音乐的演绎。音乐家们既是经验丰富的管弦乐演奏家，又是活跃的室内乐演奏家。,,,2020-12-21,iPhone客户端,1,0,1,,
4584500866846853,JzsfIsJb7,🎼“荷兰艺线”精彩演出空寂的音乐厅中飘荡着竖琴的琴音会是怎样一番倔妙的享受？阿姆斯特丹皇家音乐厅，每周三中午都会举办免费的午餐音乐会，但因为疫情场馆关门，“空场音乐会”便由此而生~这次音乐厅邀请了著名竖琴演奏家，拉维妮娅.迈雅前来演奏。感受静谧空间中的琳琳琴音，戳👇🏻 ,,,2020-12-21,iPhone客户端,3,0,1,,
4583583907851723,Jz4oKwWAH,艺术鹅来啦（嘟嘴😚）今天是荷兰🇳🇱艺术🐧～鹅整理今天给大家的推文，真是又挣扎又过瘾这次“荷兰艺线”项目@荷兰驻华大使馆 @荷兰在线中文网 ，为大家拿到的资源实在太多了，看资料看的鹅老眼昏花但这些内容又实在太优质，让鹅不禁连连感叹first，听听这些高大上的名字：荷兰芭蕾舞团、阿姆斯特丹皇家音乐厅、梵高博物馆、艾里斯·范·荷本...对的，没错，全在本批次的列表里！阿姆斯特丹皇家音乐厅、梵高博物馆、艾里斯·范·荷本...“荷兰艺线”最新视频首发上线！最后啰嗦一句：今天是第一批资源首发~荷兰艺线会持续四个月。下周还有精彩内容更新吼！[胜利],,,2020-12-18,iPhone客户端,4,2,6,,"荷兰驻华大使馆,荷兰在线中文网"
4583560361541868,Jz3MM6t6Q,#我是雷雨后# 12月24日14:30锁定@腾讯视频 ，观看群星演绎曹禺经典戏剧，@央华戏剧 年度巨制连台大戏《雷雨 》《雷雨·后》！更多精彩花絮尽在@腾讯艺术 #腾讯视频云首发# ，快来评论区预约直播吧！12月24日锁定腾讯视频，观看群星演绎曹禺经典戏剧，央华年度巨制连台大戏《雷雨 》《雷雨·后》！@作家万方 @王可然 @刘恺威工作室 @何赛飞_ @史可 #佟瑞敏# @孔维 @演员闫楠 @徐德亮 @吕星辰 @雷宗李宗雷 @小黑羅永娟 @刘恩诚ace@腾讯视频VIP,,,2020-12-18,微博 weibo.com,48,12,5,"我是雷雨后,腾讯视频云首发,佟瑞敏","腾讯视频,央华戏剧,腾讯艺术,作家万方,王可然,刘恺威工作室,何赛飞_,史可,孔维,演员闫楠,徐德亮,吕星辰,雷宗李宗雷,小黑羅永娟,刘恩诚ace,腾讯视频VIP"
4583238578742779,JyVpLAGoz,#我是雷雨后# 终极预告大片！群星汇聚全新演绎曹禺经典戏剧，@央华戏剧 年度巨制连台大戏《雷雨 》《雷雨·后》线上直播将联合@腾讯艺术 于12月24日14:30在#腾讯视频云首发# 独家呈现！锁定腾讯视频艺术频道更多精彩花絮等你来看！12月24日线上直播终极预告！刘恺威饰周萍《雷雨》《雷雨·后》央华年度巨制连台大戏@作家万方 @王可然 @刘恺威工作室 @何赛飞_ @史可 #佟瑞敏# @孔维 @演员闫楠 @徐德亮 @吕星辰 @雷宗李宗雷 @小黑羅永娟 @刘恩诚ace @腾讯视频VIP,,,2020-12-17,微博 weibo.com,257,40,57,"我是雷雨后,腾讯视频云首发,佟瑞敏","央华戏剧,腾讯艺术,作家万方,王可然,刘恺威工作室,何赛飞_,史可,孔维,演员闫楠,徐德亮,吕星辰,雷宗李宗雷,小黑羅永娟,刘恩诚ace,腾讯视频VIP"
4582855138622059,JyLrjAaZt,"【搞大事专用位置】#贝多芬诞辰250周年# 250年前的今天，路德维希家的第二个男孩在德国波恩的小教堂接受了洗礼。 他就是拥有稀世才华的音乐大师贝多芬~一生创作出9部交响曲、1部歌剧、32首钢琴奏鸣曲、5首钢琴协奏曲等，将古典主义音乐推向了高峰，并预示了19世纪浪漫主义音乐的到来，如此高的音乐成就再加上他的失聪格外令人唏嘘。罗曼·罗兰在《贝多芬传》中写道：""人生于他就是一场悲惨而残暴的斗争。"" 而贝多芬用一生证明，人类该如何扼住命运的喉咙。在贝多芬的第250个生日的今天，为大家送上来自荷兰艺线的演出--鹿特丹小交响乐团演奏的贝多芬《第九交响曲》~#荷兰文化##荷兰艺线# 是荷兰驻华大使馆发起的全新线上文化平台。本周五将首发第一批精彩演出内容，请大家多多关注！贝多芬《第九交响曲》-鹿特丹小交响乐团  网页链接",,,2020-12-16,iPhone客户端,3,1,0,"贝多芬诞辰250周年,荷兰文化,荷兰艺线",
4582819618367802,JyKw1z6Qy,圣诞节在路上了，艺术鹅又来给大家送·免费观剧·的福利辣~12月23日（周三）晚7点，于北京天桥艺术中心，腾讯艺术邀请大家免费观看由托尼奖最佳男主Andrew Scot（莫娘）主演、豆瓣9.3分神作——热门戏剧《乐在当下》！转花、评论、点赞本条微博，并说出自己最期待在腾讯艺术频道看到哪些精品内容，即可参与。我们会在12月22日抽取10名幸运鹅~赶快参与起来吧！@微博抽奖平台 Ps：由于本次活动举办地点为北京，因此仅限北京或活动当日能到达北京的小伙伴参与，请见谅。腾讯视频VIP用户直接戳链接报名，也有机会参与观影活动哦~~（网页链接）#乐在当下# #转发抽奖# 抽奖详情,,,2020-12-16,微博 weibo.com,72,81,67,"乐在当下,转发抽奖",微博抽奖平台
4582462274929163,JyBdFkGiD,艺术鹅来啦（插腰）“郁金香王国”的艺术宝藏！荷兰驻华使馆线上文化平台#荷兰文化#  #荷兰艺线# 独家上线。一“企”“荷”鹅一睹荷兰文化的艺术瑰宝吧👏“郁金香王国”的艺术宝藏！荷兰驻华使馆线上文化平台“荷兰艺线” 独家上线 ,,,2020-12-15,iPhone客户端,4,0,0,"荷兰文化,荷兰艺线",
4582109526892970,Jys2IsVaW,我们要一起和@荷兰驻华大使馆 合作啦！大家猜猜我们要干什么？ 期待“荷”您相约#荷兰文化# 荷兰驻华大使馆的微博视频  腾讯艺术的微博视频 ,,,2020-12-14,文化 · 视频社区,6,1,3,荷兰文化,荷兰驻华大使馆
